orig_label	(04) H3K4me3	(12) internal introns	(08) 5' flanking (1-1000 bp)	(15) 3' flanking (1-1000 bp)	(14) terminal intron	(06) H3K4me1	(05) H3K27ac	(03) H3K36me3	(02) H3K27me3	(09) initial exon	(13) terminal exon	(07) 5' flanking (1000-10000 bp)	(10) initial intron	(01) H3K9me3	(16) 3' flanking (1000-10000 bp)	(11) internal exons
10_EnhA2	0.8190354913348563	-0.08171221540747801	2.4185997913793997	0.4159554583436659	0.259507793753104	1.1485297496225957	1.6291226152320306	0.455648122646447	0.2637523762754368	2.0602426682895825	0.32213234673483077	2.1642156940927335	1.3135553129204436	0.5592561807623122	0.4616702850791389	-0.35623292974092885
16_ReprPC	0.6868917270734286	0.1728296522057453	2.207840800526869	1.114967560550238	1.5301483763290613	0.6325194001729911	0.18872185243402403	0.5016327845302835	1.8135231182239433	2.232524427968822	1.1759421786307274	2.29938261693142	2.329652002605005	0.6339688549229909	1.031855586493429	0.6166827389402311
9_EnhA1	0.9910967007105357	-0.26771645228822305	0.09245868347002242	0.40007813179259977	0.25920054232880935	2.1947424684725925	2.3828586545885133	0.681485022259065	0.3186518603864874	0.07424086990355501	0.25125008451274367	0.2796091634463283	0.48704787876324573	0.6965544143380208	0.5010928234602688	-0.41403852710700567
4_TssFlnkD	1.383026057113651	0.720206593535509	1.564471179403711	0.8543610145801561	1.14097479243731	2.025510124126124	1.1991147188965194	0.6125143010046051	0.5107019083112094	1.658301532742402	0.9819501933343324	2.1128750061862522	2.549300795469349	0.6792364953306935	0.8117716829267803	1.1741063082681904
2_TssFlnk	1.4489392832548267	0.29443892813072764	3.777808265264667	0.6613816429030561	0.809063540525157	1.1484392906820469	0.9628238170105387	0.4570253772289663	0.4443002530910984	3.208471489586242	0.7244903046914571	3.3729709337932974	3.012128443231912	0.5440943526918963	0.5895945207893823	0.6588876278116647
7_EnhG1	0.8556949162258897	2.2685466367117733	0.1493187882222262	1.34051275753097	1.9446277918137218	1.5856096925512988	1.1106904495116776	1.460587637551095	0.2997260372370118	0.15206234346907077	1.5595987692882658	0.004525070238791161	0.5819515553411264	0.5931371251824468	1.2621042107049192	2.382120559552874
1_TssA	2.2431634263557063	0.14177553157387401	4.602423254685755	1.2335297298076182	1.299989700519239	0.8335528355911531	3.015716853299396	0.4721123109413712	0.33860960503755777	4.736918970736908	1.3999811305395045	4.34272374730577	3.9530122045567673	0.5815645504887967	1.2328528732662865	1.1291827762648845
12_ZNF/Rpts	0.7545065437853603	-0.43946058600436366	0.3935835083541069	0.4939886103496992	0.3738918097686553	0.5851390604662985	0.39479038625582713	0.7594273993667702	0.4852060651058623	0.41046650108029015	0.6709358401208638	0.3107111667891794	0.356712294926264	1.500634985419739	0.41660337995848173	-0.32206946496134264
15_EnhBiv	0.9576862498926916	0.636318463977526	2.927127591278621	1.4001535455228415	1.9509979452947375	1.788791407114996	0.3313149909182111	0.5736501746433981	1.735808284506019	2.8948982847549174	1.594326499717144	2.8690594472423423	2.7387499474834653	0.6908801542397867	1.4244121652266875	0.9822008603113477
11_EnhWk	0.8071098311420163	0.01591803156761608	0.3177857218507102	0.4316057768376985	0.5200588374372141	1.773869969763874	0.8671642400976165	0.5818017338991024	0.46435591409202753	0.2967642701861073	0.44329586852935643	0.4272916147723168	0.9691705696582338	0.587378125041065	0.4686226621195177	0.08043754544697103
