orig_label	(04) H3K4me3	(12) internal introns	(08) 5' flanking (1-1000 bp)	(15) 3' flanking (1-1000 bp)	(14) terminal intron	(05) H3K27ac	(06) H3K4me1	(02) H3K27me3	(09) initial exon	(13) terminal exon	(07) 5' flanking (1000-10000 bp)	(10) initial intron	(03) H3K36me3	(01) H3K9me3	(16) 3' flanking (1000-10000 bp)	(11) internal exons
Low5	0.36331776001285576	-0.13849346064455495	-0.06865359478261779	0.41697706020015235	0.07913996744038734	0.5040702258167099	0.3752324982657974	0.4470653201636033	-0.17086745655396732	0.19720392149552762	-0.03159168134702063	0.04305464843151771	0.4627018550414047	0.6769395188217098	0.28464163028257505	-0.3956192644168336
Gen3'	0.3777663250699038	2.698648666323764	0.4497935440689038	1.5858843969489604	2.3043301438656214	0.978171211291732	0.7196252360752728	0.4499951146552149	0.5503104419494544	1.9851976024061464	0.24991725827160774	0.7749406469855772	1.510979325449873	0.6144235242711812	1.8486361741460093	2.9237345792380007
Low2	0.3872179730370199	-0.9473570013608866	-0.48574158054588035	-0.33222131368449964	-0.6269584845212954	0.831743282256151	0.4459560793748127	0.4421746779529974	-0.41671666196583806	-0.1796144162314263	-0.6992164537748552	-0.6535098006069697	0.34805298065349666	0.7364888567277236	-0.43688210808567834	-0.8449357817797801
Low3	0.3753148604686598	0.41056708855358864	0.26786710997506646	0.2652501237995689	0.40727667810191165	0.8056382966153459	0.5206298348408996	0.7313586636154283	0.32824066358193205	0.6594456208072614	-0.10137790910831249	0.215748870538945	0.7045919519526121	0.7290765227970711	0.2981270326741597	0.7323897922090938
Repr	0.8691477287429152	0.7087163388919248	1.0490399815017504	1.557362421386999	1.7487556400252635	0.49004512641837294	1.159449746936727	3.4640193312934486	1.1159239596778674	1.5575575435642344	1.529537366059339	2.219610028844866	0.4700065703879192	0.6914707733954352	1.5832421384731148	0.912000524482498
DnaseD	0.30817222623274765	1.7457837758384904	1.1923921655276437	0.9235669696729424	1.465647210395469	0.6288110373857336	0.6204958238097615	0.5630522630513145	0.9838460420804571	1.2186551354861548	0.9469449265891615	1.1700133634844168	0.42430356252518436	0.44927095504935083	1.0482209476448925	1.8009898385566867
CtcfO	0.5899393172578772	0.9519011870355226	2.0796787662198866	0.8565229074324958	0.9467246245669871	0.6340295997942738	0.885525178333048	0.5310570545084581	1.3238460260847413	1.1363661441103223	1.603386417029169	0.6276276803910168	0.4649395938011131	0.44981769234835295	0.9801147003974277	1.34926449114562
EnhWf3	0.5279747232949903	-1.0170706309374078	-1.040543296275881	-0.38549995115627	-0.75205577177378	0.6448797180839425	1.1239623601604845	0.37896235855180005	-1.0163307062553846	-0.65333073801482	-0.7264439803041746	-0.4761955767617835	0.48959865767777433	0.647555663187363	-0.5341451094289978	-1.2411089872825787
ElonW3	0.23715620752610922	-0.16391140287306669	-0.3015331915878245	0.04003797936501046	0.25128726966580145	0.35293945194131204	0.21164410095904487	0.2482429119729786	-0.34573571771278816	-0.020154830046640367	-0.22823800818354711	0.11350925952252747	0.33706221747877957	0.45172586836322437	0.5430492609696054	-1.6650013286643415
TssF	3.2933195620062192	0.6647257326316311	2.645376374199932	1.3961450621499092	1.5907756236149797	1.7315273947227001	1.3762922057224272	0.629537299375541	3.635537969881577	1.6181066431695696	3.784307865275076	3.8328507685382633	0.5056310707470716	0.48152823406776757	1.2857235353405172	1.5347143934867393
