old	new
Low5	Quiescent
Gen3'	LowConfidence
Low2	Quiescent
Low3	LowConfidence
Repr	RegPermissive
DnaseD	FacultativeHet
CtcfO	Transcribed
EnhWf3	Quiescent
ElonW3	Quiescent
TssF	LowConfidence
Faire	Quiescent
ElonW2	Quiescent
EnhPr	Transcribed
Quies	Quiescent
ElonW1	Quiescent
Low7	Quiescent
Tss	LowConfidence
PromP	Transcribed
EnhWf1	LowConfidence
PromF	RegPermissive
Low6	Quiescent
Elon	Transcribed
Low1	Quiescent
Low4	Quiescent
EnhWf2	LowConfidence
