concatenation_key	orig_label	(07) 5' flanking (1000-10000 bp)	(13) terminal exon	(09) initial exon	(04) H3K4me3	(02) H3K27me3	(08) 5' flanking (1-1000 bp)	(03) H3K36me3	(01) H3K9me3	(11) internal exons	(12) internal introns	(14) terminal intron	(16) 3' flanking (1000-10000 bp)	(10) initial intron	(15) 3' flanking (1-1000 bp)	(05) H3K27ac	(06) H3K4me1
roadmap25	16_EnhW1	nan	0.9386391999961181	1.5740206365236442	0.844690000344	1.11472074659	2.0128141864202043	0.528667499941	0.867157800639	0.5215094351509039	0.14404923146803472	0.9303962543377456	nan	1.6498678990277658	0.8168484937255549	0.65833419747	1.06986541415
roadmap25	18_EnhAc	nan	0.24472077973213133	0.5086029619931006	0.602962263844	0.648831994419	0.5649652179750818	0.480445711786	0.580113933501	-0.4325135291086428	-0.3432671550088083	0.2545826514441883	nan	0.5396734243512674	0.3890720042164921	0.502595611297	0.590362632512
roadmap25	4_PromD2	nan	0.980532093393616	0.8416841081086383	1.33565493989	1.137765042	0.8357000633169482	0.986425312736	1.07831912319	1.6096324345367807	1.186657792066595	1.3002095781462477	nan	3.55628513463298	0.7717743163133982	0.761166536572	1.17651264728
roadmap25	6_Tx	nan	1.3847369329061698	0.4393883690999516	0.581811530561	0.580844721206	0.20965131465780884	1.4382926768	0.528014547181	2.5689265913683674	2.3751270375210503	1.4703594506555493	nan	0.6543497090208422	1.0534420496498036	0.507797676222	1.06907781238
roadmap25	14_EnhA2	nan	0.4774941430640737	0.6812808330799327	0.731174688546	1.178707174	0.8348801809730249	0.54260550557	0.651675334428	-0.014281475887420802	-0.18199744860381753	0.5409623456703058	nan	0.8047787472798138	0.5862944356830202	0.752821662411	1.10938717929
roadmap25	19_DNase	nan	0.3558456790279773	0.6685128826103507	0.565380628389	0.607632971331	0.7029626976434625	0.455878877498	0.6696310172	-0.3469520038495476	-0.4849312811092109	0.0443161722933349	nan	-0.018427615399236177	0.26345100617624023	0.497936299758	0.624695267835
roadmap25	24_ReprPC	nan	1.060650912011689	1.0971408211138636	0.860290080884	0.895485683863	1.2128438009779416	0.416034818504	0.640120842923	0.7706595758414391	0.5624845961797178	1.2199375033216964	nan	1.5666547839622489	1.0134691787040269	0.649876113656	0.496620000126
roadmap25	21_Het	nan	0.647427401200586	0.5353145328641279	0.530989002191	0.386375150003	0.3940208139618808	0.427753990001	0.532709192895	-1.3632424345583727	-1.4056025294858414	-0.08924375477504037	nan	-0.1782837961053848	0.5484234779673489	0.76618824034	0.758169932189
roadmap25	22_PromP	nan	1.1050971098914029	2.9982980698048745	0.682964323958	0.957084807827	3.202885412576495	0.587744065235	0.630405673777	0.5880703206631358	0.20812245641175148	1.0656129057537913	nan	2.361614293839663	0.8868939078502519	0.710020383179	0.704876639951
roadmap25	15_EnhAF	nan	0.33255547905549254	0.1649226212725881	0.747420001076	0.898364830616	0.32955233323954036	0.515751898773	0.732395762185	-0.34065942048274583	-0.28626575590204334	0.48720538290066495	nan	0.4758193007550625	0.4580631106505462	0.545667394911	0.803909552124
roadmap25	7_Tx3'	nan	1.6778494134118882	-0.05603353841008286	0.44454010405	0.444000252461	-0.13777732356753417	1.24840784514	0.444769812653	2.9156355477641753	2.8477384672317374	2.137726472657394	nan	-0.6304051925072137	1.3662379897605963	0.417515399882	0.755599472082
roadmap25	17_EnhW2	nan	0.2919995895183092	0.09410909676666732	0.711601723126	0.812705596792	0.1895327597395568	0.525342013824	0.815879695886	-0.07756225979609103	-0.11635226584697433	0.3931379525987833	nan	0.5019068725664951	0.3835862098198508	0.510222559422	0.774454987675
roadmap25	20_ZNF/Rpts	nan	1.8782962424540426	0.4052272985381077	0.529422410128	0.352174738861	0.30071999871482813	1.07936351087	0.695436212489	1.1667215841468384	0.8846255135665808	2.067030211910578	nan	0.444432459881168	1.3416957305786343	0.976926478415	0.91722818163
roadmap25	10_TxEnh5'	nan	0.316096292961729	-0.35106197894223834	0.826677266283	1.05148308229	-0.37181754464373346	0.909455604171	0.635915289338	0.5680647919413033	0.4239566849199123	0.44913963556718867	nan	1.2268436656024322	0.20802919792662972	0.67750561074	1.32201648965
roadmap25	12_TxEnhW	nan	-0.07317897651567384	-0.39846101158917707	0.824722057529	0.841132488056	-0.5254525024513347	0.855082693666	0.698467063213	-0.16210813828441403	-0.3403078731935598	-0.19822938135088763	nan	1.9571686804632316	-0.17506661007818916	0.572675178764	1.26187451625
roadmap25	1_TssA	nan	1.4415878702298945	5.7231886149496995	1.62930301503	1.37435168935	5.432990452143513	1.15438034294	0.84995982224	0.3240136588072759	-0.8045495960959798	1.0362192501403156	nan	3.3308191625922987	1.2868591248656567	0.92641877141	0.264338298676
roadmap25	5_Tx5'	nan	-0.5342508387477176	-0.657779323136042	0.519956621283	0.522397217564	-0.5943370963530049	0.705663515813	0.531600104184	-1.3877490871489082	-1.1556604168587525	-1.0575845916834992	nan	1.3487091928697064	-0.4076807420240228	0.441045602666	0.831635564143
roadmap25	25_Quies	nan	-0.4149180222534664	-0.6958694790456219	0.342542841819	0.352287817805	-0.6666524287845077	0.32686812178	0.474470860738	-0.9355296503480568	-0.9258587383218928	-0.5854699159405355	nan	-0.7058170546096494	-0.35013208687716985	0.388245152064	0.331825701414
roadmap25	2_PromU	nan	1.7947324544801382	3.8056130753670443	1.45194285155	1.70961925861	4.462606776402614	0.89280873501	1.12470579433	0.8825726369384538	0.15999371776904908	1.7508927682603121	nan	3.087762932801372	1.5872730790917196	1.0208013281	0.978886672338
roadmap25	8_TxWk	nan	0.37902005163366487	-0.5860421525047247	0.402358658108	0.392594252837	-0.44416773183698915	0.664908703262	0.438168785989	0.8321731939617328	1.313044986579442	0.6624320822616928	nan	0.12008314836554629	0.6567186498075315	0.349313257681	0.568202350854
