old	new
PromF	Bivalent
CtcfO	Bivalent
Enh	FacultativeHet
Low	RegPermissive
PromP	Bivalent
TssF	Bivalent
Tss	Bivalent
Ctcf	RegPermissive
EnhF	RegPermissive
Pol2	Bivalent
ElonW	FacultativeHet
Repr	LowConfidence
EnhW	RegPermissive
DnaseD	Bivalent
Quies	RegPermissive
Gen5'	Bivalent
DnaseU	RegPermissive
FaireW	RegPermissive
EnhWF	RegPermissive
Art	Bivalent
H4K20	RegPermissive
ReprW	RegPermissive
Elon	FacultativeHet
Gen3'	Bivalent
ReprD	Bivalent
