old	new
Low5	Quiescent
EnhWf	LowConfidence
Low2	Quiescent
Low3	Quiescent
Enh2	FacultativeHet
EnhF1	Quiescent
Repr3	Quiescent
CtcfO	FacultativeHet
Enh1	FacultativeHet
Gen3'2	LowConfidence
Repr4	Quiescent
Elon	Transcribed
ElonW	Transcribed
Repr1	LowConfidence
EnhF2	LowConfidence
Repr2	Transcribed
Quies	Quiescent
EnhP	FacultativeHet
Tss	FacultativeHet
EnhF3	LowConfidence
PromF	Transcribed
Gen3'1	LowConfidence
Low6	Quiescent
Low1	Quiescent
Low4	Quiescent
