old	new
11_Weak_Txn	LowConfidence
9_Txn_Transition	Transcribed
6_Weak_Enhancer	FacultativeHet
5_Strong_Enhancer	RegPermissive
3_Poised_Promoter	LowConfidence
8_Insulator	RegPermissive
10_Txn_Elongation	Transcribed
13_Heterochrom/lo	Quiescent
7_Weak_Enhancer	RegPermissive
2_Weak_Promoter	LowConfidence
1_Active_Promoter	FacultativeHet
12_Repressed	LowConfidence
4_Strong_Enhancer	LowConfidence
15_Repetitive/CNV	FacultativeHet
14_Repetitive/CNV	FacultativeHet
