old	new
PromF	Bivalent
CtcfO	Bivalent
Enh	Bivalent
Low	RegPermissive
PromP	Bivalent
TssF	Bivalent
Tss	Bivalent
Ctcf	RegPermissive
EnhF	RegPermissive
Pol2	Bivalent
ElonW	FacultativeHet
Repr	Bivalent
EnhW	Bivalent
DnaseD	Bivalent
Quies	RegPermissive
Gen5'	Bivalent
DnaseU	RegPermissive
FaireW	Enhancer
EnhWF	Enhancer
Art	Bivalent
H4K20	Enhancer
ReprW	FacultativeHet
Elon	Bivalent
Gen3'	Bivalent
ReprD	Bivalent
