old	new
PromF	Bivalent
CtcfO	Bivalent
Enh	Transcribed
Low	RegPermissive
PromP	Bivalent
TssF	Bivalent
Tss	Bivalent
Ctcf	RegPermissive
EnhF	Transcribed
Pol2	Bivalent
ElonW	Bivalent
Repr	RegPermissive
EnhW	RegPermissive
DnaseD	Bivalent
Quies	RegPermissive
Gen5'	Bivalent
DnaseU	RegPermissive
FaireW	RegPermissive
EnhWF	RegPermissive
Art	Bivalent
H4K20	Enhancer
ReprW	RegPermissive
Elon	Bivalent
Gen3'	Bivalent
ReprD	RegPermissive
