orig_label	(07) 5' flanking (1000-10000 bp)	(11) internal exons	(13) terminal exon	(14) terminal intron	(16) 3' flanking (1000-10000 bp)	(09) initial exon	(10) initial intron	(15) 3' flanking (1-1000 bp)	(05) H3K27ac	(04) H3K4me3	(12) internal introns	(02) H3K27me3	(06) H3K4me1	(08) 5' flanking (1-1000 bp)	(03) H3K36me3	(01) H3K9me3
5_Tx	-0.08397582918487	2.9724295135518974	1.7096764620160392	2.1760207299412135	1.3835066131496787	-0.07288347547979761	-0.467680451920777	1.4641955652851484	0.512855506792	0.502928254052	2.9389048937058964	0.228718569802	0.507542583021	-0.06538585279081524	1.9216357005	0.362147130192
6_TxWk	-0.22634505522404444	1.0901327666359364	0.5807751708760934	0.7691204865723313	0.6984278286922434	-0.2899094788103754	0.4398830225168345	0.6815261910243035	0.438737605343	0.506550539402	1.2518530467824476	0.343196176341	0.592377504242	-0.2940281264591327	0.927332094923	0.371480331487
15_EnhBiv	3.3222474611939146	1.6375655092906642	1.807019741086212	2.19779278159106	1.385874856867504	3.630717653852753	3.1523776752432373	1.4286222776862159	0.306328063545	0.897336936271	1.0477767491598868	1.56653182131	1.04597214514	3.475929395523782	0.228552835512	0.319810680307
16_ReprPC	2.104020071222849	0.6474533136084747	1.0563359343209862	1.3660328630893088	0.9458262287707192	1.8240072609717084	2.126758347396893	1.0327589817024632	0.246231215955	0.57614808325	0.32382905782730714	1.46734950689	0.621716728747	1.876242935313295	0.26902891137	0.414737667505
10_EnhA2	0.7308524868363151	-0.7391483701648413	-0.12885538499474344	-0.12406123459683424	0.2802255252487886	0.023823905731056777	0.4873964182045818	0.191312024967257	0.564340290802	0.62416369913	-0.578874907995207	0.415935589371	0.750213417374	0.3388208344910443	0.46525658364	0.472577941068
14_TssBiv	4.174500678439775	1.1353170353800661	1.626973823449385	1.8534587290587319	0.5840105400468082	4.740567183520626	3.321254996496366	0.6199284301634324	0.480218830002	1.46120233202	-0.11226822684463039	1.46552158834	1.02600415966	4.611418409514758	0.172575969902	0.308104403945
17_ReprPCWk	-0.1392348822817041	-0.1847245417466838	0.04704093822792495	0.07272382995577355	0.0734304507659915	-0.201492372181921	0.07055712190842922	0.06722942490855459	0.202382608976	0.49385135731	-0.1936938669132701	0.869575625117	0.379047361607	-0.20336620669508812	0.250432532148	0.449816449426
1_TssA	4.538011834896132	1.1349259964146423	1.3749512588666446	1.4395138751463128	1.1209516761188933	5.0627130150601705	4.09972067510021	1.17505559271354	2.61766224408	2.64955603873	-0.010028535201762194	1.24461068639	0.692620297507	4.940326951002945	0.344801872938	0.271592444237
3_TssFlnkU	3.7506781457379486	1.2810496523990675	1.5356092936285792	1.5918630224108457	1.3564081649003872	3.0324758847843496	3.3013246595828094	1.3824920892699977	1.88446500496	1.83590286511	0.5767134220457414	1.10502272491	1.51176831995	2.9178664596070325	0.537872612308	0.366867030628
4_TssFlnkD	3.522217078603252	1.911114760023872	1.6621308110036568	1.9119079389100702	1.2370563213106611	3.2676750851588734	3.444317385391279	1.3279001529566066	1.19468371729	1.68987500309	1.3413652833119203	1.07405804908	1.56947083148	3.258755091628432	0.510903054933	0.342571356421
11_EnhWk	0.5254328802759044	0.2547610926672479	0.4024432153762818	0.45772772221690716	0.397969420566464	0.3826219535687315	0.9324838520825718	0.34543060752060706	0.556485827292	0.61594402661	0.10096517781075898	0.704672465838	0.980454300626	0.4162082924781363	0.515631755378	0.461311676002
12_ZNF/Rpts	0.5445326424380779	-0.2622820991661094	0.989912642359204	0.45200115650074596	0.5877209845049961	0.7285707339591266	-0.026513701023050788	0.6872620256889509	0.204846557024	0.48501694263	-0.5990764451364297	0.716769464542	0.277119080755	0.6501891895002778	0.449829643461	1.30483630585
7_EnhG1	0.5183692686426051	2.7613068921874078	2.1133155000551422	2.3001654837713215	1.9191320607036666	0.558420245673607	0.8631911902834153	2.0131408329692504	0.840793682206	0.58306986127	2.618418400870163	0.352595197843	1.13551319308	0.5239162918649203	1.66409632043	0.360427506677
8_EnhG2	1.3864068575828246	2.89638867101857	2.386701152851235	2.4362812814122434	2.1911952842759397	1.334391861874563	1.2975436005275263	2.228237134007729	1.24033972048	0.843736399509	2.7504659783551513	0.524451267584	1.48437282061	1.296065973192852	1.62105550239	0.381772970006
2_TssFlnk	4.524952307335767	0.58402231035167	1.2406561437469492	1.335680542834779	1.0426878419163765	4.470063197507109	3.4363648487633696	1.123546307458453	1.06258217026	1.70923051534	-0.062412595897491506	0.746010875076	0.895586858983	5.031860268591127	0.264857101914	0.257736984056
13_Het	-0.4794700607095023	-1.473522955319688	-0.36028059568651694	-0.6304040594607231	-0.30003570933481455	-0.5206819562953465	-0.7226796975222173	-0.311280861026164	0.157551515714	0.526891726832	-1.5117685194310795	0.527665492263	0.196971991968	-0.506633925723819	0.228590073384	0.991754194951
9_EnhA1	0.31942131644167765	-0.3125671188962285	0.06057272569444482	0.1221276225717378	0.1300868457212772	0.03675837405367923	0.4848059800897018	0.1367694356406691	0.761602620148	0.646599116369	-0.3614957094723951	0.631388675025	1.10803825328	0.08160775176916828	0.558012652746	0.479674563437
18_Quies	-0.6675943980239265	-0.9416793601064961	-0.4488441922774486	-0.6288453582312922	-0.412586459487944	-0.6930607867252508	-0.7051903274950037	-0.42103278327948734	0.178226824278	0.442042359206	-0.9476575721790472	0.415419277214	0.267024938006	-0.6987084952992305	0.226764995264	0.492530066357
