concatenation_key	orig_label	(07) 5' flanking (1000-10000 bp)	(13) terminal exon	(09) initial exon	(04) H3K4me3	(02) H3K27me3	(08) 5' flanking (1-1000 bp)	(03) H3K36me3	(01) H3K9me3	(11) internal exons	(12) internal introns	(14) terminal intron	(16) 3' flanking (1000-10000 bp)	(10) initial intron	(15) 3' flanking (1-1000 bp)	(05) H3K27ac	(06) H3K4me1
roadmap25	16_EnhW1	2.0505887640652847	0.9386391999961181	1.5740206365236442	0.844690000344	1.11472074659	1.6728429876144717	0.528667499941	0.867157800639	0.5215094351509039	0.14404923146803472	0.9303962543377456	0.8141479377238574	1.6498678990277658	0.8411534977408327	0.65833419747	1.06986541415
roadmap25	18_EnhAc	0.5692290929422588	0.24472077973213133	0.5086029619931006	0.602962263844	0.648831994419	0.5265903432704898	0.480445711786	0.580113933501	-0.4325135291086428	-0.3432671550088083	0.2545826514441883	0.38899715137880614	0.5396734243512674	0.38974567975566643	0.502595611297	0.590362632512
roadmap25	4_PromD2	0.8853888229141982	0.980532093393616	0.8416841081086383	1.33565493989	1.137765042	0.38850122694169886	0.986425312736	1.07831912319	1.6096324345367807	1.186657792066595	1.3002095781462477	0.7576409963252398	3.55628513463298	0.898974196206824	0.761166536572	1.17651264728
roadmap25	6_Tx	0.19198698669885647	1.3847369329061698	0.4393883690999516	0.581811530561	0.580844721206	0.3686302662883801	1.4382926768	0.528014547181	2.5689265913683674	2.3751270375210503	1.4703594506555493	1.0447901271617301	0.6543497090208422	1.1313093520424664	0.507797676222	1.06907781238
roadmap25	14_EnhA2	0.8426644193608864	0.4774941430640737	0.6812808330799327	0.731174688546	1.178707174	0.7648220354822696	0.54260550557	0.651675334428	-0.014281475887420802	-0.18199744860381753	0.5409623456703058	0.5912032231498244	0.8047787472798138	0.5421153484817812	0.752821662411	1.10938717929
roadmap25	19_DNase	0.6684572074708178	0.3558456790279773	0.6685128826103507	0.565380628389	0.607632971331	1.0135121091972652	0.455878877498	0.6696310172	-0.3469520038495476	-0.4849312811092109	0.0443161722933349	0.26064505533282917	-0.018427615399236177	0.2887045637669397	0.497936299758	0.624695267835
roadmap25	24_ReprPC	1.226459465984133	1.060650912011689	1.0971408211138636	0.860290080884	0.895485683863	1.0903028159222197	0.416034818504	0.640120842923	0.7706595758414391	0.5624845961797178	1.2199375033216964	1.0112418571109878	1.5666547839622489	1.033515073041373	0.649876113656	0.496620000126
roadmap25	21_Het	0.3821249421547783	0.647427401200586	0.5353145328641279	0.530989002191	0.386375150003	0.501083660225804	0.427753990001	0.532709192895	-1.3632424345583727	-1.4056025294858414	-0.08924375477504037	0.5440380169562627	-0.1782837961053848	0.5878926270671238	0.76618824034	0.758169932189
roadmap25	22_PromP	3.18191003520846	1.1050971098914029	2.9982980698048745	0.682964323958	0.957084807827	3.391663808888808	0.587744065235	0.630405673777	0.5880703206631358	0.20812245641175148	1.0656129057537913	0.8745096604136571	2.361614293839663	0.9983521347796065	0.710020383179	0.704876639951
roadmap25	15_EnhAF	0.34193542686534567	0.33255547905549254	0.1649226212725881	0.747420001076	0.898364830616	0.21810449060729245	0.515751898773	0.732395762185	-0.34065942048274583	-0.28626575590204334	0.48720538290066495	0.46398223554982926	0.4758193007550625	0.40479098655700024	0.545667394911	0.803909552124
