label	trackname	mean	sd	n
13_Heterochrom/lo	ENCFF834YLI	0.56284072869516821357	0.4947894123496100421	1916438808
13_Heterochrom/lo	ENCFF444SGK	0.25957889383198323702	0.42706874357404121106	1916445359
13_Heterochrom/lo	ENCFF689TMV	0.43296685411531471983	0.33282371181962498358	1916484646
13_Heterochrom/lo	ENCFF312LYO	0.4261771459372345893	0.55538215978204351494	1916475906
13_Heterochrom/lo	ENCFF010PHG	0.23388429954507815973	0.4612757304761009218	1916436465
13_Heterochrom/lo	ENCFF678IWR	0.31675957221300103087	0.50147313228811475345	1916436133
9_Txn_Transition	ENCFF834YLI	0.488100904351298717	0.41225643310978825595	15913979
9_Txn_Transition	ENCFF444SGK	0.92841431429560800315	0.85599807462672469803	15916009
9_Txn_Transition	ENCFF689TMV	0.5353542988005186785	0.38898190440441596897	15914409
9_Txn_Transition	ENCFF312LYO	0.48177984700170384846	0.54425280297107297983	15914409
9_Txn_Transition	ENCFF010PHG	0.6859443336027247253	0.7424079414278037836	15913994
9_Txn_Transition	ENCFF678IWR	1.1132248274368443958	0.86421102606269176237	15913997
7_Weak_Enhancer	ENCFF834YLI	0.5286300336416225394	0.4378812473176843704	56389971
7_Weak_Enhancer	ENCFF444SGK	0.6379730331232632084	0.7180385848173849088	56389971
7_Weak_Enhancer	ENCFF689TMV	0.50558451525900036946	0.33848533270444298047	56390571
7_Weak_Enhancer	ENCFF312LYO	0.6058784632123424566	0.6231118579254076167	56390571
7_Weak_Enhancer	ENCFF010PHG	0.50721561631818000524	0.6972920561741947828	56389971
7_Weak_Enhancer	ENCFF678IWR	0.53329465873138723537	0.62721411992568892305	56389971
12_Repressed	ENCFF834YLI	0.4958117387434267752	0.43936143829756455097	188730714
12_Repressed	ENCFF444SGK	0.55922925747281044075	0.6920516860187035782	188720478
12_Repressed	ENCFF689TMV	0.4620734091136583479	0.35093353325057820456	188732977
12_Repressed	ENCFF312LYO	1.1059108115351313782	0.7832107663315932979	188708384
12_Repressed	ENCFF010PHG	0.39102360911366594142	0.572356986345410947	188723115
12_Repressed	ENCFF678IWR	0.33086925777869339365	0.49146626033900902972	188729455
2_Weak_Promoter	ENCFF834YLI	0.48709827180292731018	0.42610443429896897814	15249951
2_Weak_Promoter	ENCFF444SGK	1.4530016145544835318	1.1032484476424664292	15249951
2_Weak_Promoter	ENCFF689TMV	1.604028546507907848	1.117966728623952797	15249951
2_Weak_Promoter	ENCFF312LYO	0.546988371214766442	0.66092318240002467745	15249951
2_Weak_Promoter	ENCFF010PHG	1.1710070395344220212	1.0807436244174170641	15249951
2_Weak_Promoter	ENCFF678IWR	0.62300385304160481304	0.70518916351354601007	15249951
15_Repetitive/CNV	ENCFF834YLI	0.5046672933363657814	0.57684508019643302324	2873158
15_Repetitive/CNV	ENCFF444SGK	0.2192966345210894487	0.41304464894115191847	2871029
15_Repetitive/CNV	ENCFF689TMV	0.3153970107967666696	0.35494511432025218858	2873540
15_Repetitive/CNV	ENCFF312LYO	0.19585366640909851779	0.34755303947126696838	2873360
15_Repetitive/CNV	ENCFF010PHG	0.20222808725240205018	0.45200547580560835017	2872904
15_Repetitive/CNV	ENCFF678IWR	0.29462779400650703453	0.5138336231862781634	2872803
4_Strong_Enhancer	ENCFF834YLI	0.51072281056291991694	0.40264116180715016298	9998357
4_Strong_Enhancer	ENCFF444SGK	1.4697298229164757963	1.1243666311323370886	9998357
4_Strong_Enhancer	ENCFF689TMV	1.0378909512155006909	0.9111808184451519402	9998957
4_Strong_Enhancer	ENCFF312LYO	0.69219023051769360005	0.6852643646690508032	9998957
4_Strong_Enhancer	ENCFF010PHG	1.330126369263639936	1.2571267027801444877	9998357
4_Strong_Enhancer	ENCFF678IWR	0.7369802991775349932	0.7282274643120411227	9998357
5_Strong_Enhancer	ENCFF834YLI	0.5235141689713615454	0.42639077516821410213	37381843
5_Strong_Enhancer	ENCFF444SGK	0.84609085436490908734	0.8556737972780700046	37381840
5_Strong_Enhancer	ENCFF689TMV	0.54401665694421289486	0.37158297264535761686	37385206
5_Strong_Enhancer	ENCFF312LYO	0.64479476647827280557	0.63777663582956763556	37385206
5_Strong_Enhancer	ENCFF010PHG	0.72153298698761497785	0.8813627084874077097	37381858
5_Strong_Enhancer	ENCFF678IWR	0.6375621641804370284	0.69334625686316216515	37381861
3_Poised_Promoter	ENCFF834YLI	0.4818942648944510399	0.45069686567352075903	4158200
3_Poised_Promoter	ENCFF444SGK	1.9196659293869078205	1.2811548078320312135	4158200
3_Poised_Promoter	ENCFF689TMV	1.0055694082385513809	0.9949456306978691964	4158200
3_Poised_Promoter	ENCFF312LYO	1.4168032408685304146	0.9462278893828570409	4158200
3_Poised_Promoter	ENCFF010PHG	0.624682521183430922	0.8672246507878783629	4158200
3_Poised_Promoter	ENCFF678IWR	0.25065585312030435063	0.44479250352672078508	4158200
8_Insulator	ENCFF834YLI	0.5499088279566448618	0.45748140629348122495	26915230
8_Insulator	ENCFF444SGK	0.7060385653277400407	0.80223161717462811724	26916943
8_Insulator	ENCFF689TMV	0.49335086096172203732	0.3579441691839006357	26916230
8_Insulator	ENCFF312LYO	0.67924335015513354167	0.64056691614686978785	26915163
8_Insulator	ENCFF010PHG	0.47628673154484806715	0.6274523843614585578	26914594
8_Insulator	ENCFF678IWR	0.47417599384422182143	0.5916491146057970974	26914830
14_Repetitive/CNV	ENCFF834YLI	0.36116095839582641053	0.48257466043583555933	4145178
14_Repetitive/CNV	ENCFF444SGK	0.15981128704165182509	0.40259627441285857235	4144778
