old	new
PromF	Transcribed
CtcfO	FacultativeHet
Repr4	Quiescent
Repr2	LowConfidence
Repr3	RegPermissive
Repr1	LowConfidence
Tss	Transcribed
ElonW1	LowConfidence
EnhF	LowConfidence
EnhPr	Transcribed
ElonW2	FacultativeHet
Faire	Quiescent
Quies	Quiescent
Gen5'	FacultativeHet
Enh1	Transcribed
Enh2	LowConfidence
Low6	LowConfidence
Low7	Transcribed
Low4	Quiescent
Low5	Quiescent
Low2	Quiescent
Low3	Quiescent
Low1	Quiescent
Elon	RegPermissive
Gen3'	LowConfidence
