old	new
10_EnhA2	FacultativeHet
16_ReprPC	FacultativeHet
9_EnhA1	LowConfidence
4_TssFlnkD	LowConfidence
2_TssFlnk	FacultativeHet
7_EnhG1	Transcribed
1_TssA	FacultativeHet
12_ZNF/Rpts	LowConfidence
15_EnhBiv	LowConfidence
11_EnhWk	LowConfidence
14_TssBiv	FacultativeHet
13_Het	Quiescent
8_EnhG2	RegPermissive
5_Tx	Transcribed
17_ReprPCWk	LowConfidence
6_TxWk	Transcribed
3_TssFlnkU	LowConfidence
18_Quies	Quiescent
