old	new
EnhF1	Quiescent
EnhF2	Transcribed
EnhF3	Transcribed
CtcfO	FacultativeHet
PromF	Transcribed
Repr4	LowConfidence
Repr2	Transcribed
Repr3	Quiescent
Repr1	RegPermissive
Tss	Transcribed
ElonW	LowConfidence
EnhP	LowConfidence
Gen3'2	LowConfidence
EnhWf	Transcribed
Gen3'1	FacultativeHet
Quies	Quiescent
Enh1	Transcribed
Enh2	Transcribed
Low6	Quiescent
Low4	Quiescent
Low5	Quiescent
Low2	Quiescent
Low3	Quiescent
Low1	Quiescent
Elon	RegPermissive
