reg	orig_label	true_label	predicted_label	Bivalent	ConstitutiveHet	Enhancer	FacultativeHet	Promoter	Quiescent	RegPermissive	Transcribed	Unclassified
16	10_TxEnh5'	RegPermissive	RegPermissive	0.006691688031931934	0.02296372393646696	0.2207500200534913	0.029926406476201702	0.04310435459086895	0.02401141763395963	0.34967910013170334	0.18441313311088048	0.11846015603449553
16	Low3	Quiescent	Quiescent	0.010890160122149505	0.2347970998877818	0.0017197596267363707	0.22837136044728876	0.006967977400750511	0.4097164678736553	0.044421761170004466	0.011163847814303246	0.051951565657329946
16	6_TxWk	Transcribed	Transcribed	0.005073091160047683	0.047763466564939794	0.01292728114309461	0.029177407245384437	0.010155040689896082	0.04352980152008624	0.07570672517451235	0.5959688528143204	0.17969833368771856
16	Repr1	FacultativeHet	FacultativeHet	0.14273573230765282	0.03281499059622156	0.03385020637212571	0.47580479139071785	0.04779361274821012	0.027611860796912115	0.13012590246643937	0.023240095365326716	0.08602280795639361
16	12_Repressed	FacultativeHet	FacultativeHet	0.08906542690721322	0.06977638487098488	0.014208556484375594	0.56266465027829	0.024714398938864943	0.07846264368817804	0.06975572911947774	0.037830893817727425	0.053521315894888
16	CtcfO	Unclassified	RegPermissive	0.037653219614563097	0.03838258578666456	0.05624310122261047	0.1234152125992122	0.04626272939824589	0.04269346482333738	0.26117294945217007	0.1653564156160101	0.22882032148718626
16	EnhF1	Enhancer	RegPermissive	0.01143330868751685	0.027492896210922185	0.21218301295499364	0.05357926389715852	0.0223601128122126	0.030437210418959245	0.4512594053963509	0.08646329674444338	0.10479149287744263
16	3_Poised_Promoter	Bivalent	FacultativeHet	0.2578938477562074	0.01173477585276816	0.011643438096804924	0.2726021818511201	0.2122019536699848	0.01378333240779862	0.17977498848133755	0.004495172300857379	0.035870309583120805
16	Gen5'2	Transcribed	Transcribed	0.0031163812033377252	0.05280339803777722	0.0015279973649538867	0.014322111414936943	0.010787091971947362	0.04273892587881865	0.0247310967219137	0.7103329423791855	0.13964005502712865
16	Enh	Enhancer	RegPermissive	0.020897884116453148	0.006747983213739995	0.2379329738925805	0.0343536626752349	0.10405428388692481	0.010516609614971148	0.41643312184541875	0.06209581500085456	0.1069676657538222
