reg	true_label	predicted_label	prob	assignments
16	Transcribed	Transcribed	-21.099242787275347	35
16	Transcribed	ConstitutiveHet	-115.75366948991474	0
16	Transcribed	Quiescent	-116.61795576906754	1
16	Transcribed	Enhancer	-159.32763465570713	0
16	Transcribed	Bivalent	-188.03663295026843	0
16	Transcribed	FacultativeHet	-131.49409632785287	0
16	Transcribed	RegPermissive	-102.7935953970505	0
16	Transcribed	Promoter	-156.24802053284856	0
16	Transcribed	Unclassified	-70.62425017247713	0
16	ConstitutiveHet	Transcribed	-50.740214363631885	2
16	ConstitutiveHet	ConstitutiveHet	-31.760373519414706	0
16	ConstitutiveHet	Quiescent	-19.64961387987085	11
16	ConstitutiveHet	Enhancer	-76.77050836344904	0
16	ConstitutiveHet	Bivalent	-inf	0
16	ConstitutiveHet	FacultativeHet	-30.45661658878061	1
16	ConstitutiveHet	RegPermissive	-45.639469872671995	2
16	ConstitutiveHet	Promoter	-78.58102364305815	0
16	ConstitutiveHet	Unclassified	-42.653634563298546	0
16	Quiescent	Transcribed	-109.6750075144339	1
16	Quiescent	ConstitutiveHet	-56.54764693172896	0
16	Quiescent	Quiescent	-28.227727158194064	31
16	Quiescent	Enhancer	-177.9828496519453	0
16	Quiescent	Bivalent	-inf	0
16	Quiescent	FacultativeHet	-71.5340535910779	0
16	Quiescent	RegPermissive	-106.09031927630053	1
16	Quiescent	Promoter	-173.46126016519477	0
16	Quiescent	Unclassified	-92.76843313490642	0
16	Promoter	Transcribed	-45.754918191791745	0
16	Promoter	ConstitutiveHet	-66.28072006229444	0
16	Promoter	Quiescent	-66.12901685654758	0
16	Promoter	Enhancer	-39.33284681861159	0
16	Promoter	Bivalent	-31.24862464105439	0
16	Promoter	FacultativeHet	-45.422687064091534	1
16	Promoter	RegPermissive	-16.791891064806766	9
16	Promoter	Promoter	-24.171486938363874	5
16	Promoter	Unclassified	-41.08296659504209	0
16	Bivalent	Transcribed	-51.68932764916314	0
16	Bivalent	ConstitutiveHet	-64.64129322332245	0
16	Bivalent	Quiescent	-69.97434710095473	0
16	Bivalent	Enhancer	-51.41070586519755	0
16	Bivalent	Bivalent	-18.73080733726668	7
16	Bivalent	FacultativeHet	-18.947621990179766	4
16	Bivalent	RegPermissive	-20.643454815867653	1
16	Bivalent	Promoter	-23.341075995310153	1
16	Bivalent	Unclassified	-39.14384314846703	0
16	FacultativeHet	Transcribed	-117.79463202306566	0
16	FacultativeHet	ConstitutiveHet	-86.24210153578696	0
16	FacultativeHet	Quiescent	-79.48147160304747	3
16	FacultativeHet	Enhancer	-inf	0
16	FacultativeHet	Bivalent	-84.46107069439265	0
16	FacultativeHet	FacultativeHet	-27.752178617668548	28
16	FacultativeHet	RegPermissive	-82.06477107381367	1
16	FacultativeHet	Promoter	-136.65422423233423	0
16	FacultativeHet	Unclassified	-91.94023403126674	0
16	RegPermissive	Transcribed	-128.8854987645301	1
16	RegPermissive	ConstitutiveHet	-170.32859927107515	0
16	RegPermissive	Quiescent	-inf	2
16	RegPermissive	Enhancer	-88.78827201028295	0
16	RegPermissive	Bivalent	-147.31668840402727	1
16	RegPermissive	FacultativeHet	-124.44512232075606	1
16	RegPermissive	RegPermissive	-48.02426490143223	35
16	RegPermissive	Promoter	-120.65098610697905	2
16	RegPermissive	Unclassified	-105.40509719188208	1
16	Enhancer	Transcribed	-48.38868976030182	0
16	Enhancer	ConstitutiveHet	-59.647472836490074	0
16	Enhancer	Quiescent	-60.3292408569629	0
16	Enhancer	Enhancer	-21.413039079735157	0
16	Enhancer	Bivalent	-63.6629883687628	0
16	Enhancer	FacultativeHet	-53.31161753694947	0
16	Enhancer	RegPermissive	-11.765064997173296	15
16	Enhancer	Promoter	-42.57319668253124	0
16	Enhancer	Unclassified	-38.823796948321814	0
16	Unclassified	Transcribed	-35.11391664910001	7
16	Unclassified	ConstitutiveHet	-62.47406204238624	0
16	Unclassified	Quiescent	-62.42656057896644	1
16	Unclassified	Enhancer	-62.250620538089855	0
16	Unclassified	Bivalent	-inf	0
16	Unclassified	FacultativeHet	-52.48054956617072	3
16	Unclassified	RegPermissive	-34.46176671657004	5
16	Unclassified	Promoter	-68.75438697195007	0
16	Unclassified	Unclassified	-39.33722522448498	4
32	Transcribed	Transcribed	-36.49286542720034	34
32	Transcribed	ConstitutiveHet	-103.44626158613691	0
32	Transcribed	Quiescent	-90.08830071029656	1
32	Transcribed	Enhancer	-111.65342855097994	0
32	Transcribed	Bivalent	-135.1567230937031	0
32	Transcribed	FacultativeHet	-101.1274645383902	0
32	Transcribed	RegPermissive	-70.73015316071195	1
32	Transcribed	Promoter	-124.59512787342439	0
32	Transcribed	Unclassified	-72.55396501683073	0
32	ConstitutiveHet	Transcribed	-35.246516526423314	3
32	ConstitutiveHet	ConstitutiveHet	-35.771847848549875	0
32	ConstitutiveHet	Quiescent	-21.127841684635936	12
32	ConstitutiveHet	Enhancer	-56.431711141608695	0
32	ConstitutiveHet	Bivalent	-61.05153583271582	0
32	ConstitutiveHet	FacultativeHet	-27.871047666400603	0
32	ConstitutiveHet	RegPermissive	-37.22418441563115	1
32	ConstitutiveHet	Promoter	-56.2347598348183	0
32	ConstitutiveHet	Unclassified	-42.671462535979835	0
32	Quiescent	Transcribed	-73.49005388735458	2
32	Quiescent	ConstitutiveHet	-62.92729221713981	0
32	Quiescent	Quiescent	-39.22265175453325	30
32	Quiescent	Enhancer	-122.09222309654149	0
32	Quiescent	Bivalent	-133.99258919286436	0
32	Quiescent	FacultativeHet	-58.12643379171391	1
32	Quiescent	RegPermissive	-77.66748576913841	0
32	Quiescent	Promoter	-124.57173334286097	0
32	Quiescent	Unclassified	-90.01716441302284	0
32	Promoter	Transcribed	-36.332239328406125	0
32	Promoter	ConstitutiveHet	-51.56374549115702	0
32	Promoter	Quiescent	-45.94856677495532	0
32	Promoter	Enhancer	-35.589541848853955	0
32	Promoter	Bivalent	-32.989742296841115	0
32	Promoter	FacultativeHet	-35.01528363739362	0
32	Promoter	RegPermissive	-18.762531021471172	15
32	Promoter	Promoter	-33.144035559575464	0
32	Promoter	Unclassified	-36.87166112795194	0
32	Bivalent	Transcribed	-35.25581685791282	0
32	Bivalent	ConstitutiveHet	-48.86965372729274	0
32	Bivalent	Quiescent	-44.29894596333581	0
32	Bivalent	Enhancer	-34.99118908139722	0
32	Bivalent	Bivalent	-25.344009270463967	0
32	Bivalent	FacultativeHet	-21.47639146210975	2
32	Bivalent	RegPermissive	-18.479597275365432	11
32	Bivalent	Promoter	-25.577986503217446	0
32	Bivalent	Unclassified	-33.81679756440365	0
32	FacultativeHet	Transcribed	-84.41440315842958	0
32	FacultativeHet	ConstitutiveHet	-79.1769944011675	0
32	FacultativeHet	Quiescent	-59.16711299300127	2
32	FacultativeHet	Enhancer	-115.3266625928751	0
32	FacultativeHet	Bivalent	-83.9370314872663	0
32	FacultativeHet	FacultativeHet	-41.16736623647065	28
32	FacultativeHet	RegPermissive	-65.12742250683043	2
32	FacultativeHet	Promoter	-104.17636573303933	0
32	FacultativeHet	Unclassified	-88.51907344496865	0
32	RegPermissive	Transcribed	-91.80227526940472	2
32	RegPermissive	ConstitutiveHet	-144.41258505419455	0
