old	new
PromF	LowConfidence
CtcfO	FacultativeHet
Enh	FacultativeHet
Low	Quiescent
PromP	Transcribed
TssF	Transcribed
Tss	Transcribed
Ctcf	Quiescent
EnhF	Quiescent
Pol2	LowConfidence
ElonW	LowConfidence
Repr	Transcribed
EnhW	LowConfidence
DnaseD	FacultativeHet
Quies	Quiescent
Gen5'	FacultativeHet
DnaseU	LowConfidence
FaireW	Quiescent
EnhWF	RegPermissive
Art	LowConfidence
H4K20	Transcribed
ReprW	Quiescent
Elon	LowConfidence
Gen3'	FacultativeHet
ReprD	FacultativeHet
