old	new
Low2	Quiescent
Low3	Quiescent
EnhF1	RegPermissive
Gen3'	Transcribed
Repr3	Quiescent
EnhW1	RegPermissive
CtcfO	FacultativeHet
Enh	FacultativeHet
Repr4	Quiescent
Repr7	Quiescent
ElonW	Quiescent
EnhW2	Quiescent
Elon1	Transcribed
Repr1	FacultativeHet
EnhF2	FacultativeHet
Repr2	FacultativeHet
Elon2	Transcribed
Quies	Quiescent
Tss	FacultativeHet
Repr5	Quiescent
PromF	Transcribed
Repr6	Quiescent
Gen5'	Transcribed
Faire	Quiescent
Low1	Quiescent
