label	trackname	mean	sd	n
PromF	ENCFF703RSA	0.5950891247716602665	0.58513412359364952637	14404600
PromF	ENCFF958BAN	0.51450337455601239734	0.39195160026146209751	14405000
PromF	ENCFF699TXY	1.3045083927876028001	0.72650657420043074445	14404600
PromF	ENCFF761QZP	0.56595014286192805764	0.45550735210252239331	14405000
PromF	ENCFF388WMD	0.7247833010629318081	0.51840456714869034274	14404600
PromF	ENCFF255NQJ	1.5358303918919285855	0.6821599254025753826	14405000
CtcfO	ENCFF703RSA	0.62684064532834004533	0.5887196000134648152	9028200
CtcfO	ENCFF958BAN	0.60199233543060805626	0.42230196835801156704	9028200
CtcfO	ENCFF699TXY	0.83596390830867821196	0.55693769058131730414	9028200
CtcfO	ENCFF761QZP	0.62907866556830706686	0.47964257022517161596	9028200
CtcfO	ENCFF388WMD	0.66982303474863291693	0.53010392802040202367	9028200
CtcfO	ENCFF255NQJ	1.1188655255481946379	0.656297176706145718	9028200
Enh	ENCFF703RSA	0.5909752981635581814	0.5366687384811846773	13203400
Enh	ENCFF958BAN	0.41995099607123165874	0.30357592873149312818	13203400
Enh	ENCFF699TXY	1.7112412156115846127	0.6582298418813714557	13203400
Enh	ENCFF761QZP	0.55702185367861474036	0.4332105873627342484	13203400
Enh	ENCFF388WMD	2.8199133968088736769	0.9495259367031996508	13203400
Enh	ENCFF255NQJ	2.6158917488696705016	0.61881171695694423885	13203400
Low	ENCFF703RSA	0.4447482899914407858	0.52911451175272923185	1240564350
Low	ENCFF958BAN	0.5824320496191904236	0.4483819286107451919	1240573934
Low	ENCFF699TXY	0.40072904473271079025	0.40312035910384335857	1240600010
Low	ENCFF761QZP	0.57682900416462331916	0.48310191162053456963	1240599438
Low	ENCFF388WMD	0.3255338078953556312	0.3570198620065883202	1240598738
Low	ENCFF255NQJ	0.44453480450461269185	0.4237452958239986668	1240587000
PromP	ENCFF703RSA	0.46304494246963843047	0.49479810777018105576	3678000
PromP	ENCFF958BAN	0.62938068766139808265	0.50722321863853692765	3678000
PromP	ENCFF699TXY	2.4071414179541899855	0.8410951684258171691	3678000
PromP	ENCFF761QZP	0.5614632924380973022	0.489178453475923634	3678000
PromP	ENCFF388WMD	0.9746631748122996192	0.59717601689540967966	3678000
PromP	ENCFF255NQJ	1.6233970679420291113	0.85691725335886146525	3678000
TssF	ENCFF703RSA	0.7666419540224831967	0.6574715869976090718	13222600
TssF	ENCFF958BAN	0.49761423210202643505	0.3413363500598260186	13222600
TssF	ENCFF699TXY	2.6878691390405206596	0.88294475104519643145	13222600
TssF	ENCFF761QZP	0.59455459234392923765	0.4603312482996736604	13222600
TssF	ENCFF388WMD	2.0747387763534974171	0.9975020413195841058	13222600
TssF	ENCFF255NQJ	2.0980468451124314438	0.77518976188607837785	13222600
Tss	ENCFF703RSA	0.47216298572647110368	0.49503298041061781333	22324800
Tss	ENCFF958BAN	0.41033987462174765847	0.35025111942649187307	22324800
Tss	ENCFF699TXY	3.6019506071904305194	0.90961761355459470093	22324800
Tss	ENCFF761QZP	0.50072806278229410414	0.4579546680453990614	22324800
Tss	ENCFF388WMD	3.5482589600989923452	1.100598783693354672	22324800
