old	new
TssF	Transcribed
Gen3'	Transcribed
EnhW	LowConfidence
Repr	LowConfidence
FaireW	Quiescent
DnaseD	FacultativeHet
CtcfO	FacultativeHet
DnaseU	Quiescent
Enh	RegPermissive
H4K20	Quiescent
EnhWF	Quiescent
ElonW	Transcribed
Pol2	LowConfidence
Low	Quiescent
Ctcf	LowConfidence
EnhF	Quiescent
Quies	Quiescent
ReprD	FacultativeHet
Tss	FacultativeHet
PromP	Transcribed
ReprW	Quiescent
PromF	FacultativeHet
Gen5'	Transcribed
Elon	Transcribed
Art	Transcribed
