orig_label	(04) H3K4me3	(12) internal introns	(08) 5' flanking (1-1000 bp)	(15) 3' flanking (1-1000 bp)	(14) terminal intron	(06) H3K4me1	(05) H3K27ac	(02) H3K27me3	(09) initial exon	(13) terminal exon	(07) 5' flanking (1000-10000 bp)	(10) initial intron	(03) H3K36me3	(01) H3K9me3	(16) 3' flanking (1000-10000 bp)	(11) internal exons
TssF	2.0168962832057695	1.3734564566047942	1.5728281790438143	1.4906572444970396	1.6575351432564944	1.4759081621192442	1.7985063130717343	1.0366477017447373	1.8604681557477845	1.5039458018337069	2.609789481190917	3.653126339238162	0.6730475816540368	0.36738645910373097	1.3708767379563958	1.835305305790624
Gen3'	0.4317766893083326	2.6668334361920234	0.38091242360567584	2.12307664130843	2.502547000228638	0.6347893077813074	0.5423122376578665	0.2833518609740156	0.4480677501664296	2.1622594578154453	0.34501477022039595	0.4316631093012232	1.628412129722126	0.3474473429330861	2.219173765865295	2.6551153952504207
EnhW	0.6854111476811118	-0.0940089329830596	0.5463952298507473	0.3636747742630284	0.2693583545381911	1.0365011896695628	0.5905105631262314	0.6447625750692995	0.40806788805045646	0.18352956951982496	0.7081670701428948	0.6565265035395718	0.4970655175682143	0.4587155942847232	0.33998993791426063	-0.11266699665330158
Repr	0.517641132359656	-0.37949368746302964	0.3693700921697426	0.4502733045995745	0.36063761151294665	0.5579347183683168	0.2528833472900072	1.0922278835935717	0.4612900251444836	0.5559237947074807	0.3127678884838523	0.5703478890846672	0.282387124959747	0.4571640841189253	0.4209344990270088	-0.14850468204179676
FaireW	0.4061832956214569	-0.29393295570092376	-0.035434923484332324	0.0811470483765157	0.060501858804117646	0.5096730361047447	0.30042743098125657	0.5211592524357964	0.014695294728294377	0.04348384540210055	-0.004246303253474982	0.2340929115369881	0.39123849761202895	0.5002999226823989	0.028101998042905394	-0.5758045560128521
DnaseD	0.45272632777632804	1.9256302907219163	1.117715557883215	1.313510979769742	1.668320158686152	0.8226129333199673	0.3572750920565067	0.9261374358881211	1.0734824351889287	1.2807716808162783	1.0566345319876085	1.4714781560897736	0.4208748022885067	0.33798697822065227	1.274050218883513	1.9058555189809916
CtcfO	0.5797900809464863	1.2179667863784003	0.8351166044026448	1.080280055652553	1.0040066933442187	0.9709066153382062	0.43852816032706476	0.5059796591917208	0.5818437954506538	0.9432062163109194	0.9094003914990395	0.34784733750436914	0.516994813535108	0.39741230975860853	1.144225331014189	1.2264586478015556
DnaseU	0.6096960651179282	-0.6564858924605921	0.23622994090410082	-0.2955355353039757	-0.38759662807974093	0.6361421398330925	0.39323000674378816	0.560375366271853	0.09967986544514443	-0.07527519345260549	0.03189134658810428	-0.3312021577608973	0.39459256388608016	0.5803034248172789	-0.3923387333532744	-0.6177497736458754
Enh	0.7203153140332509	0.12735511622478124	0.5374680132221235	0.4344641805464512	0.4434618753557259	1.219303818035807	0.8902815052532043	0.6119934815982345	0.45286918132115944	0.39980169341979754	0.693305232827162	0.6180001664055199	0.6592522641362688	0.4436695130643644	0.41016441244130086	0.2020687747473248
H4K20	0.5919542793000567	-1.4413310244300996	-0.8547765020472093	-0.6677286882400223	-1.3474471299440125	1.0246466214963703	0.6715509755426152	0.26991941582988	-0.708155584472809	-0.6232793438121235	-0.7309005548450417	0.9077419831831917	0.9441335238942409	0.43982425914386863	-0.5934249294207073	-1.6347033789880467
EnhWF	0.6023171602691958	-0.23833367808299183	-0.3410384684028366	-0.048920980487224826	-0.07481527788161958	0.8559995770864535	0.512826786547859	0.5733792585909758	-0.32816617703782236	-0.04015387768978195	-0.24062992591801918	0.47650587115163767	0.5247969132869726	0.45429263774362605	-0.04931466832455095	-0.15327526521099633
ElonW	0.526241560008894	1.692805833905799	-0.5769041307514966	0.9222082242848865	0.8911538168825957	0.43868492926496483	0.4155191077326323	0.20943617311786766	-0.6553252194102462	0.5873329758876981	-0.3654060915737673	-0.019525109366250987	1.1453091796642934	0.36380934784813357	0.7963625441090835	1.3159711859502985
Pol2	0.49397129670278495	0.5166216796796836	0.28241479522239793	1.3294320769980674	0.9251267595654866	0.6676314193142938	0.43213631488774906	0.3659216732478259	0.28238257439047204	0.9656746699920008	0.23790850415691908	0.7176762165556326	0.6426962745667104	0.401823359543583	1.5036066490338673	0.37184578813855546
Low	0.5045633080329628	-0.09598223706674465	-0.3966467749059698	0.1294837594616508	-0.028497591434557972	0.49529413655834376	0.3141052105575916	0.4920959513594306	-0.3834078400279823	0.04344492426447029	-0.3443719964244988	0.07320882260754674	0.4370665028358157	0.45447347067130306	0.14964146784188037	-0.15682561937189315
Ctcf	0.5412472833132245	0.3148870719420326	0.4247665862215099	0.5884214415667689	0.48426994135436674	0.6913040382070786	0.32611576220782024	0.5914752675776407	0.3925031945712695	0.5744446328109407	0.3938067755630401	0.19616388733303908	0.3951065803396032	0.49238172634154775	0.3517070844592944	0.4306609183791777
EnhF	0.5960939252188923	-0.12604737805576785	-0.3582351543240088	0.09616705841133183	0.11538245161371696	0.9360449421393489	0.6359739724343518	0.5425479853000437	-0.3221213701984233	-0.01282679522007645	-0.1663798905317057	0.37965206675945573	0.5628263941460908	0.44766588542160446	0.08368686757392846	-0.2500309310136089
Quies	0.4532843216189657	-1.528887263933808	-0.9801696976623165	-0.8037259973075973	-1.078882111475595	0.1771962172026109	0.1456695695536345	0.3949028529410864	-0.9756799373700906	-0.8124665207166565	-0.9702329446969573	-1.193654501081849	0.1889239453118457	0.6183279171032325	-0.7966976032166346	-1.5025612709348695
ReprD	0.6820221590462078	0.9803473450309041	2.4953468960460086	1.4180717491995056	1.9021931000814838	0.942680540260907	0.32063834984262624	1.4245373233061767	2.516624346542933	1.5494667093226193	2.5402651957388094	2.5471465140484253	0.27900536656022834	0.361387222175634	1.3748958229663861	1.259267561594118
Tss	2.4167910056959667	0.017726149028582144	5.076949505753651	1.5590632558735036	1.6259759998667382	0.8415624906402894	2.429883058073355	1.1904933531869053	5.0447042163821205	1.7473049988739404	4.817128221399374	3.8981540914553103	0.32140295056442925	0.2550853119721111	1.5108809189006123	1.0488041628589047
