old	new
EnhF1	RegPermissive
EnhF2	Bivalent
CtcfO	Bivalent
PromF	Bivalent
Enh	Bivalent
Repr7	RegPermissive
Repr4	RegPermissive
Repr5	RegPermissive
Repr2	Bivalent
Repr3	RegPermissive
Repr1	Bivalent
EnhW2	RegPermissive
EnhW1	RegPermissive
Tss	Bivalent
ElonW	Enhancer
Repr6	RegPermissive
Elon1	FacultativeHet
Elon2	FacultativeHet
Faire	RegPermissive
Quies	RegPermissive
Gen5'	Bivalent
Low2	RegPermissive
Low3	RegPermissive
Low1	RegPermissive
Gen3'	Bivalent
