old	new
Low5	Quiescent
EnhWf	RegPermissive
Low2	Quiescent
Low3	Quiescent
Gen3'	FacultativeHet
Repr3	Quiescent
CtcfO	FacultativeHet
Enh	FacultativeHet
Low6	Quiescent
Repr4	Quiescent
Elon1	Transcribed
ElonW	LowConfidence
Ctcf	LowConfidence
Repr1	Transcribed
EnhF	FacultativeHet
Elon2	LowConfidence
Quies	Quiescent
Tss	FacultativeHet
Repr5	Quiescent
Repr2	FacultativeHet
PromF	RegPermissive
Gen5'	RegPermissive
TssF	LowConfidence
Low1	Quiescent
Low4	FacultativeHet
