old	new
EnhF1	RegPermissive
EnhF2	Enhancer
CtcfO	Bivalent
PromF	Bivalent
Enh	Bivalent
Repr4	RegPermissive
Repr5	RegPermissive
Repr2	RegPermissive
PromP2	Bivalent
Repr1	Bivalent
Tss	Bivalent
EnhPr	Bivalent
ElonW	RegPermissive
Repr6	RegPermissive
EnhW	RegPermissive
PromP1	Bivalent
Quies	RegPermissive
Repr3	RegPermissive
Gen5'1	Bivalent
Gen5'2	Bivalent
Low4	RegPermissive
Low2	RegPermissive
Low3	RegPermissive
Low1	RegPermissive
Elon	FacultativeHet
