reg	true_label	predicted_label	prob	assignments
32	Bivalent	Quiescent	-53.7033073618	0
32	Bivalent	RegPermissive	-18.0405864247	10
32	Bivalent	Transcribed	-33.6209570755	0
32	Bivalent	ConstitutiveHet	-52.9068422399	0
32	FacultativeHet	Enhancer	-131.637798323	0
32	FacultativeHet	FacultativeHet	-42.6092086935	20
32	FacultativeHet	Bivalent	-87.056923259	0
32	FacultativeHet	Promoter	-102.704851561	0
32	FacultativeHet	Unclassified	-88.9007316001	0
32	FacultativeHet	Quiescent	-59.8548828994	9
32	FacultativeHet	RegPermissive	-72.3699621997	3
32	FacultativeHet	Transcribed	-inf	0
32	FacultativeHet	ConstitutiveHet	-77.0328378491	0
32	RegPermissive	Enhancer	-100.184726428	0
32	RegPermissive	FacultativeHet	-116.078060133	0
32	RegPermissive	Bivalent	-130.437476301	0
32	RegPermissive	Promoter	-109.751183569	0
32	RegPermissive	Unclassified	-105.359183171	0
32	RegPermissive	Quiescent	-138.808885361	5
32	RegPermissive	RegPermissive	-58.0412676896	36
32	RegPermissive	Transcribed	-96.1467273295	2
32	RegPermissive	ConstitutiveHet	-156.222830296	0
32	Unclassified	Enhancer	-50.830719994	0
32	Unclassified	FacultativeHet	-52.7474982164	3
32	Unclassified	Bivalent	-58.2667935242	0
32	Unclassified	Promoter	-53.9167139305	0
32	Unclassified	Unclassified	-49.095158044	0
32	Unclassified	Quiescent	-54.4731278146	2
32	Unclassified	RegPermissive	-31.5850817743	10
32	Unclassified	Transcribed	-34.8140133222	5
32	Unclassified	ConstitutiveHet	-64.2279453145	0
32	Quiescent	Enhancer	-133.461531131	0
32	Quiescent	FacultativeHet	-57.0230852297	1
32	Quiescent	Bivalent	-inf	0
32	Quiescent	Promoter	-122.948887218	0
32	Quiescent	Unclassified	-91.2879007522	0
32	Quiescent	Quiescent	-37.0212212758	29
32	Quiescent	RegPermissive	-80.8105958095	1
32	Quiescent	Transcribed	-85.6415310416	2
32	Quiescent	ConstitutiveHet	-63.0870479819	0
32	Promoter	Enhancer	-33.091256043	0
32	Promoter	FacultativeHet	-37.994593564	0
32	Promoter	Bivalent	-34.9448855682	0
32	Promoter	Promoter	-28.6322564942	0
32	Promoter	Unclassified	-39.6775620909	0
32	Promoter	Quiescent	-57.7075127256	1
32	Promoter	RegPermissive	-20.0907458211	12
32	Promoter	Transcribed	-38.7928014113	2
32	Promoter	ConstitutiveHet	-61.1570201155	0
32	Transcribed	Enhancer	-111.61512302	0
32	Transcribed	FacultativeHet	-104.396469933	0
32	Transcribed	Bivalent	-148.616268328	0
32	Transcribed	Promoter	-145.146929787	0
32	Transcribed	Unclassified	-71.5740780058	0
32	Transcribed	Quiescent	-94.2693778271	0
32	Transcribed	RegPermissive	-73.0078665498	3
32	Transcribed	Transcribed	-35.1560932687	33
32	Transcribed	ConstitutiveHet	-109.788234386	0
32	ConstitutiveHet	Enhancer	-inf	0
32	ConstitutiveHet	FacultativeHet	-28.4686547663	0
32	ConstitutiveHet	Bivalent	-inf	0
32	ConstitutiveHet	Promoter	-59.7662922105	0
32	ConstitutiveHet	Unclassified	-43.0412047872	0
32	ConstitutiveHet	Quiescent	-22.1337869061	13
32	ConstitutiveHet	RegPermissive	-38.9017183942	1
32	ConstitutiveHet	Transcribed	-38.9304110654	2
32	ConstitutiveHet	ConstitutiveHet	-35.4125060066	0
64	Enhancer	Enhancer	-37.981071604	0
64	Enhancer	FacultativeHet	-32.4930988237	0
64	Enhancer	Bivalent	-44.0258067264	0
64	Enhancer	Promoter	-39.8081412516	0
64	Enhancer	Unclassified	-35.1305366122	0
64	Enhancer	Quiescent	-32.7777969831	0
64	Enhancer	RegPermissive	-22.0053082738	15
64	Enhancer	Transcribed	-26.6307917319	0
64	Enhancer	ConstitutiveHet	-42.5698161421	0
64	Bivalent	Enhancer	-36.1909452113	0
64	Bivalent	FacultativeHet	-24.3849603897	2
64	Bivalent	Bivalent	-34.4178358928	0
64	Bivalent	Promoter	-32.7463085964	0
64	Bivalent	Unclassified	-31.0963348628	0
64	Bivalent	Quiescent	-27.4557297159	1
64	Bivalent	RegPermissive	-20.3127875597	10
64	Bivalent	Transcribed	-26.481802804	0
64	Bivalent	ConstitutiveHet	-35.9630183693	0
64	FacultativeHet	Enhancer	-94.5027994507	0
64	FacultativeHet	FacultativeHet	-55.6529635152	12
64	FacultativeHet	Bivalent	-88.9830510195	0
64	FacultativeHet	Promoter	-91.3990194855	0
64	FacultativeHet	Unclassified	-79.7394740501	0
64	FacultativeHet	Quiescent	-57.4826569197	10
64	FacultativeHet	RegPermissive	-56.8686002781	8
64	FacultativeHet	Transcribed	-64.6606080748	2
64	FacultativeHet	ConstitutiveHet	-79.852976701	0
64	RegPermissive	Enhancer	-112.43478617	0
64	RegPermissive	FacultativeHet	-86.5407218848	2
64	RegPermissive	Bivalent	-116.300574145	0
64	RegPermissive	Promoter	-112.426777796	0
64	RegPermissive	Unclassified	-102.60504505	0
64	RegPermissive	Quiescent	-92.9170564749	2
64	RegPermissive	RegPermissive	-67.0473103712	34
64	RegPermissive	Transcribed	-83.0655949798	5
64	RegPermissive	ConstitutiveHet	-121.699051159	0
64	Unclassified	Enhancer	-54.5643838235	0
64	Unclassified	FacultativeHet	-40.56268557	0
64	Unclassified	Bivalent	-54.5158528025	0
64	Unclassified	Promoter	-54.1977663226	0
64	Unclassified	Unclassified	-49.2736395826	0
64	Unclassified	Quiescent	-41.2999274512	3
64	Unclassified	RegPermissive	-33.3124755688	9
64	Unclassified	Transcribed	-34.8940185643	8
64	Unclassified	ConstitutiveHet	-55.1065444946	0
64	Quiescent	Enhancer	-104.14055394	0
64	Quiescent	FacultativeHet	-60.7310705895	1
64	Quiescent	Bivalent	-99.761601331	0
64	Quiescent	Promoter	-95.4633162504	0
64	Quiescent	Unclassified	-83.454451197	0
64	Quiescent	Quiescent	-53.6583808607	24
64	Quiescent	RegPermissive	-62.6854394006	2
64	Quiescent	Transcribed	-61.7252603265	6
64	Quiescent	ConstitutiveHet	-77.2076310001	0
64	Promoter	Enhancer	-40.909091538	0
64	Promoter	FacultativeHet	-29.9152111148	0
64	Promoter	Bivalent	-39.3563585285	0
64	Promoter	Promoter	-37.8996095555	0
64	Promoter	Unclassified	-34.635535846	0
64	Promoter	Quiescent	-33.0357004839	0
64	Promoter	RegPermissive	-23.3825379765	15
64	Promoter	Transcribed	-29.1042257914	0
64	Promoter	ConstitutiveHet	-41.8767334287	0
64	Transcribed	Enhancer	-97.4740446331	0
64	Transcribed	FacultativeHet	-79.6380017438	0
64	Transcribed	Bivalent	-109.968176908	0
64	Transcribed	Promoter	-99.7554755669	0
64	Transcribed	Unclassified	-84.5275600955	0
64	Transcribed	Quiescent	-71.1389626126	1
64	Transcribed	RegPermissive	-60.4211564613	9
64	Transcribed	Transcribed	-57.0341147729	26
64	Transcribed	ConstitutiveHet	-95.9966114123	0
64	ConstitutiveHet	Enhancer	-48.5312295685	0
64	ConstitutiveHet	FacultativeHet	-29.4453451945	3
64	ConstitutiveHet	Bivalent	-47.0721051154	0
64	ConstitutiveHet	Promoter	-46.7337556539	0
64	ConstitutiveHet	Unclassified	-40.9456438156	0
64	ConstitutiveHet	Quiescent	-26.8296664714	8
64	ConstitutiveHet	RegPermissive	-29.3927783119	2
64	ConstitutiveHet	Transcribed	-29.2925529323	3
64	ConstitutiveHet	ConstitutiveHet	-41.0206328355	0
