label	trackname	mean	sd	n
5_Tx	ENCFF741UBT	0.42329536510863983745	0.37786929731210317524	121020600
5_Tx	ENCFF369TFH	0.23708222505552781361	0.3841236903490461971	121021400
5_Tx	ENCFF371IXA	1.749105693165383901	0.97182253606514175533	121021400
5_Tx	ENCFF149IFW	0.4895736632004394977	0.69611234957048159484	121020600
5_Tx	ENCFF881LOL	0.33004272314512463066	0.2844700445842003258	121021400
5_Tx	ENCFF145SWO	0.51529850384489113045	0.654461062504127451	121021400
6_TxWk	ENCFF741UBT	0.52665425740290357123	0.4476896377835888673	344490415
6_TxWk	ENCFF369TFH	0.323132824641430262	0.4780602450827345076	344510488
6_TxWk	ENCFF371IXA	0.8933494266349985313	0.9000457659351985246	344510625
6_TxWk	ENCFF149IFW	0.46047380854027305649	0.7091309307030972576	344510543
6_TxWk	ENCFF881LOL	0.37278789730626910105	0.32211581782312934398	344527000
6_TxWk	ENCFF145SWO	0.62193699105092592206	0.74286961711669329624	344514379
15_EnhBiv	ENCFF741UBT	0.92511687208721760816	0.80840928541883178265	2144200
15_EnhBiv	ENCFF369TFH	1.3530551774097887474	0.81767620765303686406	2144200
15_EnhBiv	ENCFF371IXA	0.36308940351927400513	0.60254486518193523567	2144200
15_EnhBiv	ENCFF149IFW	0.6057641165815874074	1.0171597792936722931	2144200
15_EnhBiv	ENCFF881LOL	0.35266669593805463032	0.28576549776400798962	2144200
15_EnhBiv	ENCFF145SWO	1.2928527609995895455	0.89597380401019491503	2144200
10_EnhA2	ENCFF741UBT	0.6457602089270027649	0.5744947981477523052	19076800
10_EnhA2	ENCFF369TFH	0.70592720166117591533	0.66384538674795013453	19076800
10_EnhA2	ENCFF371IXA	0.55532094650981332417	0.75494979920217031056	19076800
10_EnhA2	ENCFF149IFW	0.765181559412996767	1.0778221845984126388	19076800
10_EnhA2	ENCFF881LOL	0.3850849332545921369	0.30379669634165184052	19076800
10_EnhA2	ENCFF145SWO	1.2105104242394610181	0.96971243795023843033	19076800
14_TssBiv	ENCFF741UBT	1.7070565529502313548	1.0937697256171318338	7242000
14_TssBiv	ENCFF369TFH	1.3121437916902695865	0.80744362062319587135	7242000
14_TssBiv	ENCFF371IXA	0.22658511801918408376	0.475359027625229345	7242000
14_TssBiv	ENCFF149IFW	0.87826048639112889554	1.2898518338823214065	7242000
14_TssBiv	ENCFF881LOL	0.26957364205733760554	0.28246558474108763998	7242000
14_TssBiv	ENCFF145SWO	1.0336146944680836827	0.7603817689961507047	7242000
17_ReprPCWk	ENCFF741UBT	0.48757835021315439853	0.4291688742442564036	188943161
17_ReprPCWk	ENCFF369TFH	0.9662863867167037127	0.69878986939056006835	188943279
17_ReprPCWk	ENCFF371IXA	0.27587346636222688195	0.53442580905565527887	188937375
17_ReprPCWk	ENCFF149IFW	0.24604797716058422158	0.55892566879487534843	188925879
17_ReprPCWk	ENCFF881LOL	0.40014669026006298666	0.3238789980697800619	188943320
17_ReprPCWk	ENCFF145SWO	0.54630060848922049266	0.69480795836509194434	188943328
1_TssA	ENCFF741UBT	2.3917466913432796204	1.0793875901702987025	13893800
1_TssA	ENCFF369TFH	1.1399970973446469935	0.720453336887106604	13893800
1_TssA	ENCFF371IXA	0.29465544913174370088	0.52338223982506920407	13893800
1_TssA	ENCFF149IFW	2.4376933021951552546	1.5289204615732330275	13893800
1_TssA	ENCFF881LOL	0.24576988579498029051	0.25234261158074907178	13893800
1_TssA	ENCFF145SWO	0.6688530571169494432	0.69019370745069586604	13893800
3_TssFlnkU	ENCFF741UBT	1.6617223637357349407	1.1534202042379947829	6890600
3_TssFlnkU	ENCFF369TFH	1.0914937128389098889	0.7185352002003027553	6890600
3_TssFlnkU	ENCFF371IXA	0.5294334872302982858	0.7002862650779664772	6890600
3_TssFlnkU	ENCFF149IFW	1.7321694568843358772	1.50207225523392401	6890600
3_TssFlnkU	ENCFF881LOL	0.34764907143500087256	0.2670639724507141472	6890600
3_TssFlnkU	ENCFF145SWO	1.3722171832782974095	0.8607870380516354173	6890600
4_TssFlnkD	ENCFF741UBT	2.0148281579313884033	1.0508837150254058506	5237000
4_TssFlnkD	ENCFF369TFH	1.1293990219719302502	0.6750005633667988099	5237000
4_TssFlnkD	ENCFF371IXA	0.5881862858732664701	0.70446665131797258887	5237000
4_TssFlnkD	ENCFF149IFW	1.6893179884074820984	1.2637517103447244171	5237000
4_TssFlnkD	ENCFF881LOL	0.37582404820738740496	0.27485398193117239321	5237000
4_TssFlnkD	ENCFF145SWO	1.4941034479666951562	0.8098993759021792541	5237000
7_EnhG1	ENCFF741UBT	0.53935151517588326986	0.49770564749026455285	10303853
7_EnhG1	ENCFF369TFH	0.40793272029861993796	0.53398452253043536737	10304200
7_EnhG1	ENCFF371IXA	1.4303384073951961702	1.007573842130595442	10304200
7_EnhG1	ENCFF149IFW	0.7881854768444383897	0.92739876268263146024	10304200
7_EnhG1	ENCFF881LOL	0.33479030137961209647	0.25738712662619420298	10304200
7_EnhG1	ENCFF145SWO	1.0740870306828747594	0.94545412480407466533	10304200
11_EnhWk	ENCFF741UBT	0.66706464433245162834	0.5997389698286237897	32004200
11_EnhWk	ENCFF369TFH	0.7313172507622131257	0.66821425266042725144	32005000
11_EnhWk	ENCFF371IXA	0.5528339335891897547	0.73411258506864172197	32004200
11_EnhWk	ENCFF149IFW	0.6117362086856417786	0.88723202631362269775	32004690
11_EnhWk	ENCFF881LOL	0.41741097462469584737	0.32805460912935272813	32005000
11_EnhWk	ENCFF145SWO	1.058766664791985447	0.94024708726979681434	32004832
12_ZNF/Rpts	ENCFF741UBT	0.4617165780026914874	0.41227416571754937487	11566800
12_ZNF/Rpts	ENCFF369TFH	0.55492764419955292244	0.61536044320035631147	11566181
12_ZNF/Rpts	ENCFF371IXA	0.703428724821199277	0.91647717811397872974	11566131
12_ZNF/Rpts	ENCFF149IFW	0.24778491761849716356	0.5375632815427388506	11565802
12_ZNF/Rpts	ENCFF881LOL	1.3486537421050092766	0.85549917909897915127	11567684
12_ZNF/Rpts	ENCFF145SWO	0.33297872819533904217	0.52189599254522801955	11566200
18_Quies	ENCFF741UBT	0.46109435607070589945	0.44103984584283262177	2198158092
18_Quies	ENCFF369TFH	0.4421111673375815941	0.5469271436986102093	2198076985
18_Quies	ENCFF371IXA	0.22384528773491495172	0.49714086486879323663	2198194677
18_Quies	ENCFF149IFW	0.18041113357489826479	0.45904284403079428283	2197855126
18_Quies	ENCFF881LOL	0.5457866208323468341	0.5626501942093613137	2198281100
18_Quies	ENCFF145SWO	0.25888103537947485918	0.4828999231887825711	2198108603
8_EnhG2	ENCFF741UBT	0.5854506489185615897	0.622085171182580146	2343400
8_EnhG2	ENCFF369TFH	0.56965443032880259564	0.656690234081789722	2343400
8_EnhG2	ENCFF371IXA	1.3163823442983781965	1.0454479641766882944	2343400
8_EnhG2	ENCFF149IFW	0.8457824242199020214	1.0229580248523209108	2343400
8_EnhG2	ENCFF881LOL	0.3341649912173332076	0.26943625769156008586	2343400
8_EnhG2	ENCFF145SWO	1.0944996340776267232	0.96311402437712348873	2343400
16_ReprPC	ENCFF741UBT	0.6506525903533164136	0.62034352270436690283	30533600
16_ReprPC	ENCFF369TFH	1.3719701984833485666	0.79552727890207808515	30533600
16_ReprPC	ENCFF371IXA	0.3133490986029287852	0.5652796742884303854	30533600
16_ReprPC	ENCFF149IFW	0.34523894477430871122	0.732481765360666838	30533600
