old	new
PromF	Transcribed
CtcfO	FacultativeHet
Enh	Transcribed
Low	Quiescent
PromP	Transcribed
TssF	Transcribed
Tss	Transcribed
Ctcf	LowConfidence
EnhF	RegPermissive
Pol2	LowConfidence
ElonW	FacultativeHet
Repr	LowConfidence
EnhW	LowConfidence
DnaseD	FacultativeHet
Quies	Quiescent
Gen5'	FacultativeHet
DnaseU	LowConfidence
FaireW	Quiescent
EnhWF	Quiescent
Art	LowConfidence
H4K20	RegPermissive
ReprW	LowConfidence
Elon	RegPermissive
Gen3'	FacultativeHet
ReprD	LowConfidence
