orig_label	(07) 5' flanking (1000-10000 bp)	(11) internal exons	(13) terminal exon	(14) terminal intron	(16) 3' flanking (1000-10000 bp)	(09) initial exon	(10) initial intron	(15) 3' flanking (1-1000 bp)	(05) H3K27ac	(04) H3K4me3	(12) internal introns	(02) H3K27me3	(06) H3K4me1	(08) 5' flanking (1-1000 bp)	(03) H3K36me3	(01) H3K9me3
13_Heterochrom/lo	-0.6590107755078025	-1.0413598485428366	-0.46853425218801875	-0.6610112341570636	-0.4356575573490229	-0.681974598969834	-0.7454941278025261	-0.44648193070069087	0.186008908026	0.515551999596	-1.0603794760008067	0.523074095874	0.2734427984	-0.6913552884466241	0.231852166368	0.642041144484
2_Weak_Promoter	3.916348508091991	1.5022399459987292	1.5443027818593191	1.6987149670152144	1.2228542846409483	3.647662405628306	3.4182168203657057	1.2318893213970474	1.29471202145	1.76334115801	0.9792957865344275	0.993697811255	1.30406555751	4.034135301501155	0.441226955848	0.304997412192
7_Weak_Enhancer	-0.029907535109061748	-0.356702808674046	0.07180827557032646	0.16164077239495772	0.1589943966090722	-0.09553799932920645	0.38323886802755913	0.1282674117532551	0.466996576184	0.551579228364	-0.35792465839309806	0.682142073675	0.834579343247	-0.07131161190037022	0.44032408698	0.436252780988
15_Repetitive/CNV	-0.2313667271254998	-1.0133100753342452	-0.5161481187184416	-0.579893776684316	-0.49945401514763704	-0.2765741319998208	-0.668498459766506	-0.43075923201291283	0.165324490764	0.421335404976	-0.9739856783636615	0.297451135559	0.199707937432	-0.15529861266145228	0.336961216534	1.06798182477
12_Repressed	0.5836938674539803	0.062421036095732206	0.49221630610523176	0.5414021777262709	0.5165079077639938	0.5094085903699358	0.8109363625443688	0.5201180484247777	0.228589609915	0.495943473654	-0.03845204357905474	1.09031511141	0.519302534138	0.49201944546786613	0.257472181978	0.402950268052
4_Strong_Enhancer	1.5478432121442458	0.45412215717530147	0.7994917660231079	0.8633185899454412	0.7745743772843753	1.1492916232730976	1.4672731650644497	0.7678181183222911	1.06181587261	0.851027053294	0.17167563588776186	0.748160085126	1.342633446	1.1334743249034265	0.67614886429	0.403412961859
5_Strong_Enhancer	-0.06476481859599342	-0.12061377955163272	0.1856390259834225	0.17699661504076228	0.20518491657363808	-0.24691592465368853	0.1386472392715831	0.19231287505989855	0.605937902755	0.58030054987	-0.12533843764216612	0.611090855176	0.925578760805	-0.18537084662598427	0.585384609093	0.459662362298
3_Poised_Promoter	3.803865338229853	0.9237911577165064	1.7242088014153203	1.7400915661966143	0.9020535294435151	4.070566673990976	2.9453771666934516	1.0908403492076815	0.395799277182	1.15543826009	0.16157247371308497	1.45372726009	1.04004256104	4.068919710473653	0.199787023274	0.310715642253
8_Insulator	0.5954274741047076	0.42847478279555207	0.6405926359547338	0.44725739353971833	0.5279357770538663	0.5498033426730147	0.09250086210295391	0.6327292941563611	0.351704011984	0.560513038898	0.340802988915727	0.584209817125	0.776311746205	0.6855899877611416	0.382592202605	0.457474210309
9_Txn_Transition	-0.24765984042349726	1.403943084049739	1.0533754190129774	1.183726541453309	0.9857174742850343	-0.12097187185901864	1.021273824938151	0.9951791764809904	0.768959787058	0.586535841024	1.3283975787989057	0.342094624412	1.12025083524	-0.20632820825574494	1.28834970308	0.368248296465
14_Repetitive/CNV	1.7185775663693599	-0.6062759316978857	1.2662029609334635	-0.06269906951856531	0.7933630107214311	1.7789039019377209	0.3517519606837465	0.9175871215641854	0.146360915125	0.368142993342	-0.9261901998124302	0.320476578623	0.234521834772	2.005021960172325	0.212228579951	0.775339963368
1_Active_Promoter	4.51577138022174	1.073164720172086	1.5354682939065676	1.4222707108464925	1.1540989216965676	4.899311109391769	3.95883341556632	1.2577630641684558	2.58822091555	2.5657908886	-0.09590360024969197	1.27407150038	0.74758786367	4.707122509345337	0.333777692472	0.270918590296
6_Weak_Enhancer	1.3193634530033218	-0.1451492291751127	0.3655485654622633	0.24499987302715578	0.29821624395677404	0.7794531123601537	1.4309615360164782	0.44719954834778813	0.610184441311	0.824784956357	-0.39211599629595123	0.716231754616	1.03408345513	0.9746823217169543	0.436937241394	0.453583550348
10_Txn_Elongation	-0.31400265536269845	2.1838481306364335	1.1429709780133743	1.4929020666211443	1.0096234385220046	-0.2896402524548563	-0.3576995479195027	1.0508775731670332	0.458616289137	0.4969183622	2.238570913662788	0.231645512325	0.469823380985	-0.29887954431352654	1.5307952644	0.388608356997
11_Weak_Txn	-0.3484283952790934	0.3731890656053636	0.20299085789089552	0.3101835681301092	0.32092550207184894	-0.4118731134502191	0.26034543291147977	0.2892748775236596	0.376539523061	0.496952067891	0.46519049400235674	0.416383054278	0.554970086617	-0.42474531952591754	0.616847115456	0.408752930554
