old	new
PromF	Transcribed
CtcfO	FacultativeHet
Enh	LowConfidence
Low	Quiescent
PromP	FacultativeHet
TssF	Transcribed
Tss	Transcribed
Ctcf	LowConfidence
EnhF	Quiescent
Pol2	FacultativeHet
ElonW	FacultativeHet
Repr	Quiescent
EnhW	LowConfidence
DnaseD	FacultativeHet
Quies	Quiescent
Gen5'	FacultativeHet
DnaseU	LowConfidence
FaireW	Quiescent
EnhWF	Quiescent
Art	LowConfidence
H4K20	Transcribed
ReprW	Quiescent
Elon	FacultativeHet
Gen3'	FacultativeHet
ReprD	FacultativeHet
