old	new
PromF	LowConfidence
CtcfO	FacultativeHet
Enh	LowConfidence
Low	Quiescent
PromP	FacultativeHet
TssF	Transcribed
Tss	Transcribed
Ctcf	LowConfidence
EnhF	RegPermissive
Pol2	FacultativeHet
ElonW	LowConfidence
Repr	Quiescent
EnhW	FacultativeHet
DnaseD	FacultativeHet
Quies	Quiescent
Gen5'	FacultativeHet
DnaseU	LowConfidence
FaireW	Quiescent
EnhWF	Transcribed
Art	LowConfidence
H4K20	LowConfidence
ReprW	Quiescent
Elon	RegPermissive
Gen3'	FacultativeHet
ReprD	FacultativeHet
