old	new
Low5	Quiescent
Low2	Quiescent
Low3	Quiescent
Quies	Quiescent
Gen3'	FacultativeHet
Repr3	RegPermissive
EnhF	RegPermissive
CtcfO	FacultativeHet
Enh1	FacultativeHet
Gen5'	RegPermissive
Repr4	Quiescent
Elon	LowConfidence
ElonW2	Transcribed
Repr1	Quiescent
EnhPr	RegPermissive
Enh2	RegPermissive
ElonW1	LowConfidence
Low7	FacultativeHet
Tss	FacultativeHet
Repr2	LowConfidence
PromF	LowConfidence
Low6	RegPermissive
Faire	Quiescent
Low1	Quiescent
Low4	Quiescent
