orig_label	(04) H3K4me3	(12) internal introns	(08) 5' flanking (1-1000 bp)	(15) 3' flanking (1-1000 bp)	(14) terminal intron	(06) H3K4me1	(05) H3K27ac	(03) H3K36me3	(02) H3K27me3	(09) initial exon	(13) terminal exon	(07) 5' flanking (1000-10000 bp)	(10) initial intron	(01) H3K9me3	(16) 3' flanking (1000-10000 bp)	(11) internal exons
Low5	0.5606462929649223	-0.9789340371003842	-0.2590344854591576	-0.07662873861707731	-0.4639656660252782	0.5147416206699434	0.43389119740346965	0.4656353407769037	0.5691942772122351	-0.25954288911489803	-0.09480284048322929	-0.3554228055249657	-0.438426952275681	0.7253206366411379	-0.31139054616306366	-0.8303134834086908
Low2	0.5203592670972003	-0.5984388272469982	-0.4444965326195153	-0.12083940061663385	-0.48172274125597125	0.592076794037137	0.4301281743903588	0.6665317610535723	0.5088419850293008	-0.2772515344584728	0.028111942118909404	-0.6391649800314835	-0.4549834261375593	0.7200325139576785	-0.21427261622658236	-0.3844439127155331
Low3	0.17886664767294835	-1.290764090363466	-1.9146060182911304	-0.7042561841082845	-1.293221740902518	0.32552600776445006	0.1499344833662348	0.2765666944863	0.4013510219726528	-2.0523037809391895	-1.3554453260368697	-1.247506273172027	-1.4339212972849074	0.5027226620637288	-0.7411924020178154	-1.8178948923052305
Quies	0.12392254897688747	-0.8499670596384077	-0.5840060409840031	-0.2530487302354965	-0.4469656369747145	0.1521809141468932	0.09760025335292145	0.1251973878243692	0.2377266336269059	-0.6251877894281886	-0.5838292941416998	-0.37272834582571346	-0.46989836014755654	0.2952370310677605	-0.21367090520510632	-1.272002116741408
Gen3'	0.7255997269041512	2.5546992940058515	1.341444342752211	1.804259599390215	2.375046777385283	0.6168752589165144	0.6866442219347259	1.0731171022423054	0.49538051666056615	1.0870416432227394	2.0514438670838486	0.8306688655131156	1.0990548775748281	0.6245743465015375	2.125335849963822	2.5630668072117357
Repr3	0.8082426891092853	-0.10899066947595229	0.3534550877447257	0.07344997961047398	0.19829906305766273	0.787577907829386	0.6204440512812449	0.662502738206144	1.0015019001401955	0.563121290062086	0.6255181383057681	0.0550224156573032	0.2741955395408955	0.8747037851850428	0.15240285076240545	0.35730844258090777
EnhF	0.6820062357626531	-0.6712768499022497	-0.34577728194956975	0.05481142235260946	-0.23609912816454962	1.638791062911116	0.8404958484872033	0.5257734142108093	0.4354557083819563	-0.3182316409836023	-0.16215155777045726	-0.10648083108982245	0.6108557071468508	0.5964453284963182	-0.08868737806557363	-0.6919435348749187
CtcfO	0.7722772955945095	0.8374725748591096	1.3806736509171227	0.8410954285322974	0.807721708091909	0.9307189920345059	0.5676588304164469	0.5450156545580008	0.5815588447800083	0.8387912692089233	0.9231082369647636	1.0324300433906608	0.3408805214969148	0.5907682420533624	0.8173611533338206	1.0304853228345738
Enh1	2.183893225294927	-0.10626390780998485	4.326182026665165	0.7973979456807305	0.6934095468704171	2.118063290479332	2.9453319634680906	0.4815683018994555	0.35563309267048143	2.6790594276317217	0.8576903453976178	3.362874706056953	1.422716000046554	0.4517566619887622	1.0439029773792514	0.05820819987468887
Gen5'	0.930508298633722	2.0676414048549017	0.42394602657102753	1.3059264116685059	1.824700358212243	1.1553896442621159	0.9632874203789128	1.3965321644296438	0.557904282159662	0.5391667032058383	1.7092504545155673	0.1941519781204294	1.004101012070079	0.7708419353718367	1.5243797345469194	2.382581579718977
Repr4	0.3174640067953751	-1.0905476044531155	-0.9137795029567287	-0.3026191812806179	-0.6819028210092334	0.3254605015964296	0.22649876304290764	0.30780562773602205	1.0059587242814119	-0.9855836105174365	-0.649191348021377	-0.6268121383471792	-0.7409681995869987	0.6059018525005946	-0.36014531317402454	-1.3856364149158282
Elon	0.6023702390205716	1.827957999293652	-0.15365972976461273	0.7590682051338146	1.0892371951372315	0.6611834283133207	0.6019699164120422	1.2714963947183628	0.4772696773781229	-0.0655652205316442	1.0149717197672536	-0.3714004144214126	-0.02918303951331257	0.6838700306190173	0.6424443344258096	2.0518709517076856
ElonW2	0.4293698031232629	1.54199248674905	-0.04148236973938861	0.8026550523967415	1.1679932451295563	0.33134903984849384	0.39651044358518783	0.7447182758980899	0.33961542160421787	-0.05150243611620624	0.854677776575225	-0.12278665838390435	0.2666707190616881	0.4533103946665778	0.8622130788764119	1.2078820372520722
Repr1	0.5444258059673885	-0.821247290727312	-0.28896012607969407	-0.14220248660711307	-0.3893341786990945	0.4818020076463411	0.3567653757145187	0.5244667424736503	1.2126893637706202	-0.20211435361023244	0.02915226241104957	-0.44219498877852886	-0.42801340060119164	0.7912917454551058	-0.258344779346834	-0.6004823529403939
EnhPr	1.6204851645799125	0.30118809261305757	0.47964732705134705	0.6516858546181159	0.7208794734619768	2.3645246833436877	1.9684593684213971	0.7021785582334215	0.5164962994843219	0.6507778809830236	0.6033289124228854	1.218258842172968	1.92847887416448	0.6516855802211033	0.6356689002574296	0.579296542656192
Enh2	1.0233503141012399	-0.5275376783034065	0.6810880966598469	-0.2219216613024413	-0.21302331543199263	2.0109185675578303	1.2559714564843882	0.5197816926587462	0.4282059504486571	0.12538445324569175	-0.2080166047803789	0.5064609939296525	-0.07984195747379635	0.5745391045744086	-0.11759007124706419	-0.6470822059118914
ElonW1	0.2861596244619156	1.6082387508158957	-1.020292823734781	0.687579273207259	0.6425839764065716	0.46327460447536817	0.3006440332370758	0.8340737079678414	0.35068427024462656	-1.115204919193238	0.42160772411697656	-0.7807929824778552	-0.8066590532581099	0.5258155938763063	0.3356909235903411	1.465903083029749
Low7	0.3375210277359173	0.42595323446758016	1.0181951784689587	0.15726609859154436	0.6379138437557789	0.22163506664704397	0.2266172759365658	0.24026553499833853	0.39724236758857207	0.958416741265574	0.4002290007587073	0.8286903878630291	0.7146690978479637	0.39726019825153147	0.3105343658280107	0.4578598995450138
