reg	true_label	predicted_label	prob	assignments
16	RegPermissive	RegPermissive	-47.305908230288075	36
16	RegPermissive	Bivalent	-150.3292365169108	1
16	RegPermissive	Enhancer	-94.97839916522256	0
16	RegPermissive	ConstitutiveHet	-166.4673483435148	0
16	RegPermissive	Unclassified	-104.83963180300849	0
16	RegPermissive	Transcribed	-129.91603227071275	1
16	RegPermissive	Quiescent	-inf	2
16	RegPermissive	Promoter	-119.50101389318212	2
16	RegPermissive	FacultativeHet	-128.96383752973838	1
16	Bivalent	RegPermissive	-20.533509357424883	1
16	Bivalent	Bivalent	-19.149915922131928	6
16	Bivalent	Enhancer	-55.56473537029006	0
16	Bivalent	ConstitutiveHet	-64.38735656269223	0
16	Bivalent	Unclassified	-38.45236004999227	0
16	Bivalent	Transcribed	-49.98808309212007	0
16	Bivalent	Quiescent	-70.65375593509071	0
16	Bivalent	Promoter	-24.814911303980477	0
16	Bivalent	FacultativeHet	-18.148177277272957	6
16	Enhancer	RegPermissive	-11.59951814524841	15
16	Enhancer	Bivalent	-65.5160919355878	0
16	Enhancer	Enhancer	-20.85766127289542	0
16	Enhancer	ConstitutiveHet	-58.54951635356144	0
16	Enhancer	Unclassified	-39.3014725542811	0
16	Enhancer	Transcribed	-47.04656151931235	0
16	Enhancer	Quiescent	-59.071254778811245	0
16	Enhancer	Promoter	-44.79794385943341	0
16	Enhancer	FacultativeHet	-56.14586715548878	0
16	ConstitutiveHet	RegPermissive	-46.823586034338256	2
16	ConstitutiveHet	Bivalent	-inf	0
16	ConstitutiveHet	Enhancer	-inf	0
16	ConstitutiveHet	ConstitutiveHet	-30.992575491327454	0
16	ConstitutiveHet	Unclassified	-41.76646066342899	0
16	ConstitutiveHet	Transcribed	-51.420758247863645	2
16	ConstitutiveHet	Quiescent	-20.735403602365103	11
16	ConstitutiveHet	Promoter	-83.64580585422797	0
16	ConstitutiveHet	FacultativeHet	-32.19229195757749	1
16	Unclassified	RegPermissive	-34.24677314776847	5
16	Unclassified	Bivalent	-inf	0
16	Unclassified	Enhancer	-64.37135631200587	0
16	Unclassified	ConstitutiveHet	-61.34261612817542	0
16	Unclassified	Unclassified	-40.70856734012587	3
16	Unclassified	Transcribed	-34.42645251628984	8
16	Unclassified	Quiescent	-61.2298697056322	2
16	Unclassified	Promoter	-65.58732638107733	0
16	Unclassified	FacultativeHet	-52.80485203691953	2
16	Transcribed	RegPermissive	-100.18898748813297	1
16	Transcribed	Bivalent	-inf	0
16	Transcribed	Enhancer	-166.7634641151779	0
16	Transcribed	ConstitutiveHet	-119.37956178320128	0
16	Transcribed	Unclassified	-69.60242977524932	0
16	Transcribed	Transcribed	-21.796501034718123	35
16	Transcribed	Quiescent	-119.470929438855	0
16	Transcribed	Promoter	-157.8527497812019	0
16	Transcribed	FacultativeHet	-126.98167441273677	0
16	Quiescent	RegPermissive	-105.48088117403994	1
16	Quiescent	Bivalent	-inf	0
16	Quiescent	Enhancer	-inf	0
16	Quiescent	ConstitutiveHet	-57.69506369773247	0
16	Quiescent	Unclassified	-93.71670440491143	0
16	Quiescent	Transcribed	-123.24900706184842	1
16	Quiescent	Quiescent	-28.078565545762363	30
16	Quiescent	Promoter	-174.01128253997783	0
16	Quiescent	FacultativeHet	-72.36098656777202	1
16	Promoter	RegPermissive	-17.840063865624455	9
16	Promoter	Bivalent	-32.048676402181385	0
16	Promoter	Enhancer	-41.54455915846864	0
16	Promoter	ConstitutiveHet	-66.65281080432806	0
16	Promoter	Unclassified	-42.19151382776651	0
16	Promoter	Transcribed	-48.04669033001109	0
16	Promoter	Quiescent	-65.51934364905219	0
16	Promoter	Promoter	-21.051576903999354	5
16	Promoter	FacultativeHet	-46.42946635900055	1
16	FacultativeHet	RegPermissive	-78.56069890667166	1
16	FacultativeHet	Bivalent	-85.82828795188247	0
16	FacultativeHet	Enhancer	-inf	0
16	FacultativeHet	ConstitutiveHet	-89.87851744614306	0
16	FacultativeHet	Unclassified	-92.0372542571233	0
16	FacultativeHet	Transcribed	-113.34563475353795	0
16	FacultativeHet	Quiescent	-79.75155497761051	3
16	FacultativeHet	Promoter	-134.2061995351457	0
16	FacultativeHet	FacultativeHet	-28.614233499816862	28
32	RegPermissive	RegPermissive	-56.20666513431186	36
32	RegPermissive	Bivalent	-124.03161561040618	0
32	RegPermissive	Enhancer	-96.13670255816444	0
32	RegPermissive	ConstitutiveHet	-147.55585955895646	0
32	RegPermissive	Unclassified	-100.41804717471948	0
32	RegPermissive	Transcribed	-92.64884219088334	3
32	RegPermissive	Quiescent	-135.39539929046646	3
32	RegPermissive	Promoter	-107.62412223567607	0
32	RegPermissive	FacultativeHet	-107.01585643454403	1
32	Bivalent	RegPermissive	-18.55632559167482	9
32	Bivalent	Bivalent	-25.892030572713335	0
32	Bivalent	Enhancer	-35.31697130578468	0
32	Bivalent	ConstitutiveHet	-47.25699515362492	0
32	Bivalent	Unclassified	-32.54258811392186	0
32	Bivalent	Transcribed	-35.251104318912105	0
32	Bivalent	Quiescent	-42.338703442678224	0
32	Bivalent	Promoter	-27.628358783829363	0
32	Bivalent	FacultativeHet	-20.89775238860017	4
32	Enhancer	RegPermissive	-16.12384182823385	15
32	Enhancer	Bivalent	-44.15296188154907	0
32	Enhancer	Enhancer	-28.944757788449223	0
32	Enhancer	ConstitutiveHet	-53.28559405958906	0
32	Enhancer	Unclassified	-35.58172931282381	0
32	Enhancer	Transcribed	-33.050114136160886	0
32	Enhancer	Quiescent	-46.512718970471624	0
32	Enhancer	Promoter	-35.24172503361583	0
32	Enhancer	FacultativeHet	-43.85459765900435	0
32	ConstitutiveHet	RegPermissive	-38.384592410657554	1
32	ConstitutiveHet	Bivalent	-63.300361683465134	0
32	ConstitutiveHet	Enhancer	-58.9438405446226	0
32	ConstitutiveHet	ConstitutiveHet	-34.78456890081503	0
32	ConstitutiveHet	Unclassified	-43.13214248842774	0
32	ConstitutiveHet	Transcribed	-33.25956825538357	2
32	ConstitutiveHet	Quiescent	-21.07764556082338	12
32	ConstitutiveHet	Promoter	-59.723356931323636	0
32	ConstitutiveHet	FacultativeHet	-27.824428177031756	1
32	Unclassified	RegPermissive	-32.67471930772039	5
32	Unclassified	Bivalent	-62.91753170280095	0
32	Unclassified	Enhancer	-56.29344107299841	0
32	Unclassified	ConstitutiveHet	-60.121871073433866	0
32	Unclassified	Unclassified	-44.828216799051056	0
32	Unclassified	Transcribed	-31.122115826555422	11
32	Unclassified	Quiescent	-53.04117312666257	2
32	Unclassified	Promoter	-56.72676040478082	0
32	Unclassified	FacultativeHet	-48.16817590936992	2
32	Transcribed	RegPermissive	-71.61833974990154	2
32	Transcribed	Bivalent	-135.54811398173894	0
32	Transcribed	Enhancer	-114.65452768087393	0
32	Transcribed	ConstitutiveHet	-106.02648766844712	0
32	Transcribed	Unclassified	-72.24113233546605	0
32	Transcribed	Transcribed	-36.83450552365601	34
32	Transcribed	Quiescent	-89.44153168783117	0
32	Transcribed	Promoter	-122.94080276214271	0
32	Transcribed	FacultativeHet	-100.72255582298317	0
32	Quiescent	RegPermissive	-79.68721268915277	1
32	Quiescent	Bivalent	-138.54056773163137	0
32	Quiescent	Enhancer	-124.82625156911385	0
32	Quiescent	ConstitutiveHet	-64.18030692069999	0
32	Quiescent	Unclassified	-93.64212795382014	0
32	Quiescent	Transcribed	-75.45425006984183	2
32	Quiescent	Quiescent	-37.4994031747272	29
32	Quiescent	Promoter	-125.916918907347	0
32	Quiescent	FacultativeHet	-57.265120950165446	1
32	Promoter	RegPermissive	-18.70341411426546	15
32	Promoter	Bivalent	-33.96807610961177	0
32	Promoter	Enhancer	-33.61794170581199	0
32	Promoter	ConstitutiveHet	-54.062915364807054	0
32	Promoter	Unclassified	-37.021644278277165	0
32	Promoter	Transcribed	-37.301289875316115	0
32	Promoter	Quiescent	-47.94882825538723	0
32	Promoter	Promoter	-29.100872194157123	0
32	Promoter	FacultativeHet	-36.7408041375629	0
32	FacultativeHet	RegPermissive	-65.95367072957175	4
32	FacultativeHet	Bivalent	-84.89792411343018	0
32	FacultativeHet	Enhancer	-119.30170466791685	0
32	FacultativeHet	ConstitutiveHet	-79.99741161669046	0
32	FacultativeHet	Unclassified	-88.46285331772623	0
32	FacultativeHet	Transcribed	-81.71529368572763	0
32	FacultativeHet	Quiescent	-59.50086308264679	4
32	FacultativeHet	Promoter	-103.62886899174828	0
32	FacultativeHet	FacultativeHet	-41.3248888852331	24
64	RegPermissive	RegPermissive	-66.05367675477945	40
64	RegPermissive	Bivalent	-120.31432619045735	0
64	RegPermissive	Enhancer	-109.2990592974969	0
64	RegPermissive	ConstitutiveHet	-120.14171948939082	0
64	RegPermissive	Unclassified	-101.93855944498492	0
64	RegPermissive	Transcribed	-79.98407244241952	0
64	RegPermissive	Quiescent	-91.363445802447	2
64	RegPermissive	Promoter	-112.29597878747835	0
64	RegPermissive	FacultativeHet	-87.9212026623957	1
64	Bivalent	RegPermissive	-20.114517795856003	13
64	Bivalent	Bivalent	-33.43502040986859	0
64	Bivalent	Enhancer	-34.95432577527066	0
64	Bivalent	ConstitutiveHet	-36.13878853975286	0
64	Bivalent	Unclassified	-30.429761446213114	0
64	Bivalent	Transcribed	-26.672980894947727	0
64	Bivalent	Quiescent	-27.70582227143994	0
64	Bivalent	Promoter	-32.036102460498974	0
64	Bivalent	FacultativeHet	-24.78098146605422	0
64	Enhancer	RegPermissive	-21.683863060136773	15
64	Enhancer	Bivalent	-42.83761315177302	0
64	Enhancer	Enhancer	-37.2805743311737	0
64	Enhancer	ConstitutiveHet	-42.528868828144205	0
64	Enhancer	Unclassified	-35.81012682184531	0
64	Enhancer	Transcribed	-27.33046699337658	0
64	Enhancer	Quiescent	-31.98387535225321	0
64	Enhancer	Promoter	-39.55791004186833	0
64	Enhancer	FacultativeHet	-32.49321339287938	0
64	ConstitutiveHet	RegPermissive	-29.03719580518924	2
64	ConstitutiveHet	Bivalent	-46.526991828152354	0
64	ConstitutiveHet	Enhancer	-47.004172679785924	0
64	ConstitutiveHet	ConstitutiveHet	-40.7213467535961	0
64	ConstitutiveHet	Unclassified	-39.8004526349253	0
64	ConstitutiveHet	Transcribed	-30.084375951773364	2
64	ConstitutiveHet	Quiescent	-27.104061211265993	11
64	ConstitutiveHet	Promoter	-44.989407016291715	0
64	ConstitutiveHet	FacultativeHet	-29.45791758641335	1
64	Unclassified	RegPermissive	-32.43736933251907	17
64	Unclassified	Bivalent	-55.932697293100055	0
64	Unclassified	Enhancer	-53.98931898582613	0
64	Unclassified	ConstitutiveHet	-54.276615837082375	0
64	Unclassified	Unclassified	-49.285749256044355	0
64	Unclassified	Transcribed	-35.705523841860604	1
64	Unclassified	Quiescent	-40.11855214066013	2
64	Unclassified	Promoter	-52.814259439776514	0
64	Unclassified	FacultativeHet	-40.15205616605242	0
64	Transcribed	RegPermissive	-60.688991166977466	12
64	Transcribed	Bivalent	-109.76896709171388	0
64	Transcribed	Enhancer	-97.78606745678968	0
64	Transcribed	ConstitutiveHet	-95.57690340894601	0
64	Transcribed	Unclassified	-84.34607842404165	0
64	Transcribed	Transcribed	-58.719659844574615	23
64	Transcribed	Quiescent	-69.3422112741928	1
64	Transcribed	Promoter	-100.62784323277084	0
64	Transcribed	FacultativeHet	-75.86180240600586	0
64	Quiescent	RegPermissive	-60.41108563792028	2
64	Quiescent	Bivalent	-99.44978730241664	0
64	Quiescent	Enhancer	-96.1542046432057	0
64	Quiescent	ConstitutiveHet	-79.67804338017781	0
64	Quiescent	Unclassified	-82.81600671994794	0
64	Quiescent	Transcribed	-62.1195949512242	3
64	Quiescent	Quiescent	-55.07189195168362	26
64	Quiescent	Promoter	-94.69937387657383	0
64	Quiescent	FacultativeHet	-60.24134591071036	2
64	Promoter	RegPermissive	-23.16985351926765	15
64	Promoter	Bivalent	-39.846571132519145	0
64	Promoter	Enhancer	-39.494645039525295	0
64	Promoter	ConstitutiveHet	-41.954749069819364	0
64	Promoter	Unclassified	-35.43894559053633	0
64	Promoter	Transcribed	-29.015569904324565	0
64	Promoter	Quiescent	-31.578604200034736	0
64	Promoter	Promoter	-37.391720122750655	0
64	Promoter	FacultativeHet	-30.482759322445304	0
64	FacultativeHet	RegPermissive	-55.55429846587453	14
64	FacultativeHet	Bivalent	-88.84244145212858	0
64	FacultativeHet	Enhancer	-92.69113859272281	0
64	FacultativeHet	ConstitutiveHet	-80.8392186597642	0
64	FacultativeHet	Unclassified	-79.28017827273963	0
64	FacultativeHet	Transcribed	-64.71205187648108	0
64	FacultativeHet	Quiescent	-57.71419244456655	9
64	FacultativeHet	Promoter	-87.73628502420465	0
64	FacultativeHet	FacultativeHet	-56.29224585072384	9
