label	trackname	mean	sd	n
13_Heterochrom/lo	ENCFF834YLI	0.5650787469299091344	0.49655355482139023522	1894937558
13_Heterochrom/lo	ENCFF444SGK	0.21290274029155101467	0.35480261342482109823	1894934620
13_Heterochrom/lo	ENCFF689TMV	0.43263756918555630336	0.32570882274083501427	1894936150
13_Heterochrom/lo	ENCFF312LYO	0.4149011824540153327	0.5191938761196633419	1894936011
13_Heterochrom/lo	ENCFF010PHG	0.20383991173301660969	0.4129467961959577932	1894936005
13_Heterochrom/lo	ENCFF678IWR	0.29446841773392571224	0.480557738405117154	1894935932
9_Txn_Transition	ENCFF834YLI	0.49274487839384558183	0.3994609804505366445	36049381
9_Txn_Transition	ENCFF444SGK	1.1374355936372536986	0.80328335893651457077	36048944
9_Txn_Transition	ENCFF689TMV	0.5094484870221191661	0.3171923604928282711	36052544
9_Txn_Transition	ENCFF312LYO	0.3076971310144257706	0.32019918856692895957	36048786
9_Txn_Transition	ENCFF010PHG	0.7268925317677514699	0.64991888980169232125	36048596
9_Txn_Transition	ENCFF678IWR	1.2886966271644309769	0.7984649309240468602	36049399
7_Weak_Enhancer	ENCFF834YLI	0.5051898842114403074	0.4242170905836493727	74308490
7_Weak_Enhancer	ENCFF444SGK	1.141139144898968862	0.754637935591150989	74306460
7_Weak_Enhancer	ENCFF689TMV	0.46552468785746546888	0.30583220665677733293	74314382
7_Weak_Enhancer	ENCFF312LYO	0.40550482419970284946	0.43644709256414377082	74296395
7_Weak_Enhancer	ENCFF010PHG	0.65170335240884324504	0.63349276547021998604	74304553
7_Weak_Enhancer	ENCFF678IWR	0.58408297677210564025	0.5994145412931572579	74306810
15_Repetitive/CNV	ENCFF834YLI	0.51038282610879378626	0.50983147616609872165	4638991
15_Repetitive/CNV	ENCFF444SGK	0.539240802222576114	0.77759409436020051053	4636862
15_Repetitive/CNV	ENCFF689TMV	0.5023571525213716759	0.6599089722985841328	4639373
15_Repetitive/CNV	ENCFF312LYO	0.3453330898359604959	0.51655433478092207633	4639393
15_Repetitive/CNV	ENCFF010PHG	0.50152472082832565717	0.7820328955637208063	4638737
15_Repetitive/CNV	ENCFF678IWR	0.5400757613600556215	0.69267838043826305595	4638636
12_Repressed	ENCFF834YLI	0.5091839342204635443	0.43628613046267605981	219809445
12_Repressed	ENCFF444SGK	0.4954208852291794634	0.59816472488862135393	219809445
12_Repressed	ENCFF689TMV	0.45538356259548965906	0.31313816288339528133	219809445
12_Repressed	ENCFF312LYO	1.4867601047829144168	0.7606151637941195718	219809445
12_Repressed	ENCFF010PHG	0.36668875578963117234	0.509337217780169581	219809445
12_Repressed	ENCFF678IWR	0.30318688427395772874	0.4572426631906927981	219809445
4_Strong_Enhancer	ENCFF834YLI	0.5031022015772992123	0.3878545975682392498	25548250
4_Strong_Enhancer	ENCFF444SGK	1.7728793152621256741	0.93212423894165876174	25547678
4_Strong_Enhancer	ENCFF689TMV	1.3066430645980639005	0.9230692588525259776	25551450
4_Strong_Enhancer	ENCFF312LYO	0.28440022250643765087	0.26815537424622899499	25546296
4_Strong_Enhancer	ENCFF010PHG	2.3634380735887605815	1.0299642802749716482	25547850
4_Strong_Enhancer	ENCFF678IWR	0.89099831732988699334	0.7127788344866511303	25548250
3_Poised_Promoter	ENCFF834YLI	0.5658227632133644321	0.44921192055565723565	3604184
3_Poised_Promoter	ENCFF444SGK	1.5740441337659275593	1.1692228255544035928	3604184
3_Poised_Promoter	ENCFF689TMV	0.84454541135895191446	0.66312482893616930027	3604184
3_Poised_Promoter	ENCFF312LYO	1.6916656141445086579	0.8290946450128222436	3604184
3_Poised_Promoter	ENCFF010PHG	0.57884061223912229365	0.5846179215609283418	3604184
3_Poised_Promoter	ENCFF678IWR	0.33078099509300413708	0.45101085862796343783	3604184
5_Strong_Enhancer	ENCFF834YLI	0.54670928597929599165	0.44363325261070819209	18872486
5_Strong_Enhancer	ENCFF444SGK	1.532942081887288665	0.84220025586536117617	18871486
5_Strong_Enhancer	ENCFF689TMV	0.53973302427505401557	0.3389641062864689802	18876389
5_Strong_Enhancer	ENCFF312LYO	0.28985310408528988218	0.2970168064387236137	18869261
5_Strong_Enhancer	ENCFF010PHG	1.6061142518583134255	0.8462224720102987828	18871086
5_Strong_Enhancer	ENCFF678IWR	0.8307794482591145409	0.6983435515251248994	18872486
2_Weak_Promoter	ENCFF834YLI	0.45997266122715097062	0.42016612947184492447	13886155
2_Weak_Promoter	ENCFF444SGK	1.6680003891330660625	1.1497286290275294806	13887003
2_Weak_Promoter	ENCFF689TMV	1.4828679525883602663	0.9918914360356054587	13887198
2_Weak_Promoter	ENCFF312LYO	0.43062766369490262198	0.5189070436029292766	13887359
2_Weak_Promoter	ENCFF010PHG	0.95162773454741222663	0.74673687837023750973	13886170
2_Weak_Promoter	ENCFF678IWR	0.5792644191772700716	0.66341829303183255727	13886173
8_Insulator	ENCFF834YLI	0.53433524158354846174	0.4501740123448037939	19811615
8_Insulator	ENCFF444SGK	0.80197573396795644897	0.84692880590314735284	19813007
8_Insulator	ENCFF689TMV	0.47268622467152313928	0.32549451787678138125	19811815
8_Insulator	ENCFF312LYO	0.7830296014926519402	0.67722496588867613933	19811815
8_Insulator	ENCFF010PHG	0.42139113876386832493	0.53138231976691436073	19811179
8_Insulator	ENCFF678IWR	0.43344095406908053934	0.54962065881850297134	19811215
14_Repetitive/CNV	ENCFF834YLI	0.45654527910591954332	0.4513608576337971645	9314120
14_Repetitive/CNV	ENCFF444SGK	0.4368525182850978975	0.65169969410566894506	9314120
