old	new
PromF	Bivalent
CtcfO	Bivalent
Enh	Bivalent
Repr4	RegPermissive
Repr5	RegPermissive
Repr2	RegPermissive
Repr3	RegPermissive
Repr1	RegPermissive
TssF	Bivalent
Tss	Bivalent
Ctcf	RegPermissive
EnhF	Transcribed
ElonW	RegPermissive
Elon1	Bivalent
EnhWf	RegPermissive
Elon2	Bivalent
Quies	RegPermissive
Gen5'	Bivalent
Low6	RegPermissive
Low4	Bivalent
Low5	RegPermissive
Low2	RegPermissive
Low3	RegPermissive
Low1	RegPermissive
Gen3'	Bivalent
