orig_label	(04) H3K4me3	(12) internal introns	(08) 5' flanking (1-1000 bp)	(15) 3' flanking (1-1000 bp)	(14) terminal intron	(06) H3K4me1	(05) H3K27ac	(03) H3K36me3	(02) H3K27me3	(09) initial exon	(13) terminal exon	(07) 5' flanking (1000-10000 bp)	(10) initial intron	(01) H3K9me3	(16) 3' flanking (1000-10000 bp)	(11) internal exons
TssF	2.6878691390405205	1.439549002750796	1.2693899823800892	1.5750647658494716	1.7615522188184434	2.0980468451124312	2.0747387763534975	0.7666419540224833	0.49761423210202643	1.5351917019577275	1.55864098854494	2.3330228177555994	3.461855651101986	0.5945545923439293	1.4995541262091474	1.819248164829439
Gen3'	0.7491831511942889	2.857849811959749	0.4975326198236006	1.9592891576899165	2.4949043836145903	0.7427279387835231	0.746835989081035	1.46702773983037	0.5164135101821093	0.5408311332335723	2.152901729814969	0.3699851528996096	0.4338014026370536	0.7081449544775992	1.986385697699924	2.834017569544394
EnhW	1.0436133260938993	-0.3808095830879361	0.21536379535043074	-0.09743010860482734	-0.17215088232054845	2.196741304330319	1.0797913994231993	0.5304849416117804	0.46090974596646467	0.07550407399049214	-0.13016665764656474	0.30007945926988927	0.2674874326944507	0.581521924437214	0.012105735937992555	-0.386446829534034
Repr	0.6503423814387731	-0.18633287286632885	0.38772513527088825	0.22162914389947427	0.27669779522094906	0.4866512465511281	0.4127426887336956	0.5203129689432638	1.7725800422670936	0.44255350829635576	0.5568790938088014	0.1146273828518702	0.2862034467095242	0.8643132120182114	0.17005371087318438	0.2622797234450532
FaireW	0.3799607904857818	-0.814460434194715	-0.7817442043937041	-0.5746738351208807	-0.2985058595616947	0.4757903125982114	0.41243753919091797	0.3921798594070818	0.4083434821073514	-0.8079255930084205	-0.6255553069912283	-0.5621423614150944	-0.1400266601119207	0.48062310584866913	-0.26116067427872636	-1.7365148410187683
DnaseD	0.7553732157364522	1.9097446004513543	1.389487828418879	0.9875572342051256	1.5845295619408768	0.7411282675847651	0.5858601792142079	0.5995193131818422	0.7963360558816143	1.3705460234103313	1.1707281362467556	1.2681014749029362	1.5255406917372405	0.694631189010898	0.9341692977864887	1.974903591935026
CtcfO	0.8359639083086782	1.3783454515635005	0.9585203488381967	1.1538560578214982	1.2144794043969958	1.1188655255481947	0.6698230347486329	0.62684064532834	0.601992335430608	0.7295007426821241	1.1402945149841581	0.9517498213317592	0.6030928538105845	0.629078665568307	1.214760440669444	1.4433668643986732
DnaseU	0.6124450103833315	-0.8263565670375768	0.37158344866192705	-0.28171515711638856	-0.3359119906760594	1.2696444018277904	0.587251442919545	0.480112666678468	0.49974003022180835	0.07179106176684216	-0.3016322741148074	0.1220914168749702	-0.44212371193070155	0.6338375423229248	-0.35173791152916545	-0.9834755219892638
Enh	1.7112412156115846	-0.13991908963577063	0.6748670668069934	0.3193608392814387	0.3577122572896984	2.6158917488696707	2.819913396808874	0.5909752981635582	0.41995099607123165	0.5042746492109917	0.2802331972428871	0.7287978673843433	0.6002790802254839	0.5570218536786148	0.36683579144767064	-0.18440585005715207
H4K20	0.5774371874431803	-0.14639836407697268	-0.14676595178551774	0.07389407444579867	-0.0226975721028094	0.5827211708096623	0.4642393204875846	0.6516764424445657	0.7379171461900312	0.08508118298062742	0.3258328456641393	-0.38131390210227234	0.12085635009401897	0.7483394658542104	-0.046451479453366695	-0.01790559339709398
EnhWF	0.6515517333357412	-0.6130536221353797	-0.493075952014036	-0.06778254121098433	-0.24867731202653764	1.8850452418985175	0.7691526896942535	0.53017536956073	0.44839911376698466	-0.4345506402331539	-0.1611112850478784	-0.3392426774899857	0.32219752712780503	0.5866073889199108	-0.08471743834011405	-0.5988548662258133
ElonW	0.3811252144049816	2.1838182103809824	-0.6679284293715806	0.9150495380924915	1.280933792495958	0.43699708138386684	0.3829557315832785	0.8379291069338914	0.36087740796800977	-0.7130633720470168	0.7401983630754663	-0.39274578052785114	-0.3161086414716435	0.4742586346911243	0.8385231381651618	1.7339888832725185
Pol2	0.64087972572325	2.239964182627608	1.6027453949194774	2.38992070611117	2.42358594345449	0.6547254520550774	0.6173749164647097	0.8867597183980913	0.4595313593778978	1.3917176289548285	2.32273832658232	1.2477979680733478	1.4501294822745132	0.5745215064141711	2.477379853509179	2.1799259464655636
Low	0.4007290447327108	-0.17913715351873755	-0.35045703599854156	0.03619915784515514	-0.08373567593020083	0.4445348045046127	0.32553380789535563	0.4447482899914408	0.5824320496191904	-0.3401343821530894	-0.031185411706353697	-0.28780628929404245	-0.13802326764047984	0.5768290041646233	0.04963201835919356	-0.22727859071193054
Ctcf	0.5930420780526	0.42846588295238525	0.6109354689512824	0.6696948525461544	0.5098744434072564	0.6597952940374866	0.4566001499461251	0.5387052344541563	0.7030511020722698	0.5776593219811691	0.715931856042403	0.48799411829882844	0.24893167875661498	0.6722018544448517	0.4709498107344748	0.6372812280093636
