old	new
TssF	LowConfidence
Gen3'	RegPermissive
EnhW	RegPermissive
Repr	LowConfidence
FaireW	Quiescent
DnaseD	FacultativeHet
CtcfO	FacultativeHet
DnaseU	Quiescent
Enh	RegPermissive
H4K20	LowConfidence
EnhWF	Quiescent
ElonW	Transcribed
Pol2	FacultativeHet
Low	Quiescent
Ctcf	LowConfidence
EnhF	RegPermissive
Quies	Quiescent
ReprD	LowConfidence
Tss	FacultativeHet
PromP	LowConfidence
ReprW	Quiescent
PromF	RegPermissive
Gen5'	RegPermissive
Elon	LowConfidence
Art	RegPermissive
