old	new
EnhW	Quiescent
Low3	Quiescent
Gen5'2	Transcribed
EnhF1	RegPermissive
Repr3	Quiescent
PromP1	FacultativeHet
CtcfO	FacultativeHet
PromP2	FacultativeHet
Enh	LowConfidence
Repr4	FacultativeHet
Low2	Quiescent
ElonW	Transcribed
Repr1	FacultativeHet
EnhF2	Quiescent
EnhPr	RegPermissive
Quies	Quiescent
Tss	FacultativeHet
Repr5	Quiescent
Gen5'1	Transcribed
Repr2	LowConfidence
PromF	LowConfidence
Repr6	Quiescent
Elon	Transcribed
Low1	Quiescent
Low4	FacultativeHet
