old	new
PromF	Bivalent
CtcfO	Bivalent
Enh	Bivalent
Low	LowConfidence
PromP	Bivalent
TssF	Bivalent
Tss	Bivalent
Ctcf	RegPermissive
EnhF	RegPermissive
Pol2	Bivalent
ElonW	FacultativeHet
Repr	RegPermissive
EnhW	Bivalent
DnaseD	Bivalent
Quies	RegPermissive
Gen5'	Bivalent
DnaseU	RegPermissive
FaireW	LowConfidence
EnhWF	RegPermissive
Art	Bivalent
H4K20	FacultativeHet
ReprW	RegPermissive
Elon	Bivalent
Gen3'	Bivalent
ReprD	Bivalent
