old	new
PromF	Bivalent
CtcfO	Bivalent
Repr4	RegPermissive
Repr2	RegPermissive
Repr3	RegPermissive
Repr1	RegPermissive
Tss	Bivalent
ElonW1	RegPermissive
EnhF	RegPermissive
EnhPr	Bivalent
ElonW2	Bivalent
Faire	RegPermissive
Quies	RegPermissive
Gen5'	Bivalent
Enh1	Bivalent
Enh2	RegPermissive
Low6	RegPermissive
Low7	RegPermissive
Low4	RegPermissive
Low5	RegPermissive
Low2	RegPermissive
Low3	RegPermissive
Low1	RegPermissive
Elon	Bivalent
Gen3'	Bivalent
