old	new
EnhF1	Transcribed
EnhF2	Quiescent
CtcfO	FacultativeHet
PromF	Transcribed
Enh	LowConfidence
Repr4	Transcribed
Repr5	Quiescent
Repr2	Quiescent
PromP2	Transcribed
Repr1	Transcribed
Tss	Transcribed
EnhPr	Transcribed
ElonW	Quiescent
Repr6	Quiescent
EnhW	Quiescent
PromP1	Transcribed
Quies	Quiescent
Repr3	LowConfidence
Gen5'1	FacultativeHet
Gen5'2	FacultativeHet
Low4	Quiescent
Low2	Quiescent
Low3	Quiescent
Low1	Quiescent
Elon	LowConfidence
