orig_label	(04) H3K4me3	(12) internal introns	(08) 5' flanking (1-1000 bp)	(15) 3' flanking (1-1000 bp)	(14) terminal intron	(06) H3K4me1	(05) H3K27ac	(03) H3K36me3	(02) H3K27me3	(09) initial exon	(13) terminal exon	(07) 5' flanking (1000-10000 bp)	(10) initial intron	(01) H3K9me3	(16) 3' flanking (1000-10000 bp)	(11) internal exons
23_PromBiv	1.0847543486331044	0.8122853286401012	3.7070331470817406	1.3379670017490894	2.0837634454897698	1.3202566099085131	0.3828381750460121	0.5992500475328392	1.6018809062430654	3.745137579830317	1.7391050767562648	3.663704268715635	3.188657665972569	0.6237263454838543	1.324927749198178	1.3546967663931517
25_Quies	0.5403131601854122	-0.8845291010302236	-0.6807841397696321	-0.35273706197410115	-0.5691170742301442	0.3151611444742076	0.1749805476611208	0.27756952661106143	0.5192306557716511	-0.6722816989288128	-0.3977863322460513	-0.6498286617811846	-0.6976303393135148	0.4187244398022916	-0.3402502044138882	-0.888498076820418
8_TxWk	0.5776775982562175	1.3056740037637145	-0.5434750067487616	0.6565531879374195	0.691020142811209	0.4703275372062258	0.34380460380830247	0.6365022465492669	0.3099053760389027	-0.5674731822325786	0.3995134264621113	-0.4205175482683664	0.09618163235035533	0.4353076594230954	0.7041480654886005	0.8062457794623984
21_Het	0.7242254696550776	-1.7082003633715925	0.29934880593139	0.5538777508276471	-0.24316223604391904	0.3174091412212462	0.2051393947607421	0.41835634026455765	0.48402213015740314	0.2983485659297047	0.5539626387124509	0.21807864962428614	-0.3993322698507478	1.1118109589817708	0.5288937869590836	-1.9120519554183226
1_TssA	1.7117941323735526	-1.2961605126566043	6.5693847588712675	1.055152105276673	0.7694322081082572	0.3909934573983549	2.1662636471958376	0.290628921518934	0.2765668409257351	6.091034983445922	1.2958822567195911	5.371446013606005	3.3638093459000125	0.32054734531348567	1.2245029660433582	0.17167711317728074
14_EnhA2	1.0671633305814965	-0.03350365776927922	1.0000663481167293	0.8044598468688494	0.7856535393039931	2.2076863111637506	1.892389431668011	0.5677691183627751	0.45078809775495515	0.8866672274566679	0.8022082685324157	1.2089419297444448	1.1302344167644478	0.670223862865373	0.81861973014979	0.07219171713478398
18_EnhAc	0.6523777849183262	-0.26924123995632065	1.152671749713805	0.3828526011923127	0.39173447226348057	0.735119072209603	0.39996125920389847	0.5159473015283054	0.6905462956314007	1.1561384204554204	0.3738261355220599	1.038631357407096	0.9780866701054545	0.4816133740511244	0.37482517309459834	-0.18615321767505852
3_PromD1	2.459323912836345	0.4986087299962334	3.888134264029018	1.0077520569125142	1.5976811285680277	1.0035386306076146	3.099581344243101	0.5767221955574153	0.4357526320414342	4.658032041187816	1.388373853942499	3.9389398145538963	4.431171110632205	0.6230424944544553	1.0152708315144667	1.6745256420880341
13_EnhA1	1.3498841313777687	0.4056136612312168	1.3258285529694656	1.2527206067667918	1.1077576231866482	2.3229488990739795	3.065121723107753	0.6395439040645199	0.360737825072467	1.3917592031696382	1.1782910302338006	1.3826017893359994	1.3418088610600327	0.6644864710776828	1.284351617259418	0.6102681344332558
24_ReprPC	0.6102231736882942	0.2765673335751349	1.6464854251906544	1.1647128449962996	1.327273217024928	0.5248619431925576	0.19079846933266795	0.484454941273056	1.3472339177357986	1.629858385855951	1.1558317789101815	1.786341161764943	1.9116658741008066	0.5189857096818221	1.115972958267841	0.5726892073393776
22_PromP	0.9368825974949021	0.026393522724694335	3.331997326300124	0.7948412403780647	0.8669511953698303	1.27644976083507	1.049469509816164	0.3924439191518267	0.5665107697371891	2.9125609871352993	0.8614693089315741	2.8983883850574643	2.1333779703256153	0.6289391323957841	0.7030913701739276	0.4047037113683305
12_TxEnhW	1.0025549177653192	-0.16104022661022127	-0.4353375784974331	-0.10782375584089776	-0.19804211331042382	1.4468048577153543	1.0613987566823633	0.8698629648961812	0.34817386137843714	-0.37233595117119955	-0.04700633438922211	-0.5178938522021042	1.9480939870375027	0.6604975599339791	-0.17224647908027482	0.027526165801670385
4_PromD2	1.7081252895068373	0.9519067817813955	0.1338044820616636	0.6431994804469945	1.022406270050884	1.5140269888855167	1.5768837599657186	0.5218740432102406	0.4913924037382673	0.6933043135536038	0.7762916659455193	0.6166203094324542	3.470952721174049	0.6237268603048272	0.49611124524395905	1.4045837726204418
17_EnhW2	0.7211358665767046	0.06936776457400051	0.27513794939690633	0.6413696893605212	0.7183883837684766	1.2299791358265535	0.7241067588937954	0.573668128720497	0.5777995994816988	0.2656818987488474	0.590991761131972	0.4290661123995963	0.782881246959754	0.5561111393725001	0.7117855247326704	0.01728516029292506
19_DNase	0.6611473733628699	-0.31495964094433476	1.3508832139223717	0.43929046361098983	0.18413277969456435	0.8680129944066493	0.39422776484718824	0.456007475344607	0.635196090328216	0.9578767962604496	0.4365483808071676	0.9513575994925777	0.18633497989577066	0.5539503237999623	0.43705023058197384	-0.1692827227770063
5_Tx5'	0.6810830479891875	-1.019699732592188	-0.6611055102203082	-0.416292856782196	-1.0846821239698254	0.7641249735127512	0.4942098575039799	0.7030462778857486	0.3404476260134734	-0.6683110540467283	-0.5558417091083482	-0.5740642777663073	1.2042313862283718	0.6136961134381103	-0.37190605241660846	-1.3480940975249494
11_TxEnh3'	0.7918047895245122	2.6793832361963887	0.4003269406930617	1.8424073564682333	2.4738329765488034	1.4293037654806724	1.2045764723244734	1.505818017854409	0.3435992259304886	0.35232048596451704	2.0532264706274184	0.31542417246237975	0.2584380671897146	0.5595006439257059	1.8502614517935123	2.8015168383608073
20_ZNF/Rpts	0.7927223578665302	0.7998323350952673	0.25983717307746784	1.2155894924573933	2.041685312428284	0.39101870013342327	0.28017366127788557	1.0663213832132967	0.3736717588797628	0.14601459875737943	1.706027136170245	0.1369883043352029	0.44094199451097077	1.635156863544593	1.1897651950231334	1.0287704608348833
2_PromU	1.899060169725462	0.012870895809750697	4.190409479330866	1.7379847328686595	1.7526500628907409	1.628117104982984	2.2001906837067993	0.49480252001813646	0.6103346226653008	4.109278246179823	1.8497970548446814	4.717729221537998	3.205849080464368	0.5904716079082964	1.6093733709175417	0.7849779395005444
7_Tx3'	0.6171391300012021	2.7932234833273824	-0.11627160624268415	1.3759748021109808	2.0710079164697266	0.48835560019044844	0.408517093198685	1.3346504077667405	0.29094268715607347	-0.10524807249712925	1.6194611028210175	-0.17704850386160823	-0.7209773751118104	0.45069658056671436	1.30668382368863	2.848359208827149
16_EnhW1	1.0638689064672007	0.17414090925696285	1.6065885275583505	0.8719782833459329	1.0492545021883624	1.8049669766250445	1.263824932805074	0.4800962026551498	0.5419866459572447	1.4490755072571955	0.9442424065294821	1.9648827506480893	1.6846699222540165	0.6755285876739617	0.7956480425712182	0.4635199289326381
10_TxEnh5'	1.0514422700391375	0.7612401419583871	-0.15589108465178547	0.4603091180181834	0.8167555379199868	1.90881292991434	1.6475835275904909	1.1500574751071664	0.34880982546005646	-0.17660183636526308	0.6374023982494083	-0.19218575738782623	1.2959729503682982	0.6269756231887711	0.40059589550003477	0.8844084168605497
15_EnhAF	0.776070581998074	-0.16466663030638298	0.5595569645011337	0.8476060145297006	0.8368218452747275	1.5501376210550781	1.097195496707428	0.6104900896458316	0.5144309487986851	0.5418986727622401	0.6882421001815437	0.6748671163258179	0.8828014117942099	0.561851856252418	0.8575549083040442	-0.1812589565379883
9_TxReg	1.8460096247728628	1.31512052559337	0.7324876492872412	1.2519747913200596	1.4651468425224061	1.9465938417455584	2.76703092082063	0.9563541284058897	0.3816106832268844	0.9527392852555591	1.2914718568888517	0.9150878700121441	2.7259616553629185	0.6699206643523085	1.1888511585231654	1.5746769805662724
6_Tx	0.7381826419940578	2.3353854216224947	0.2474699076299011	1.035579112408902	1.3680913136242563	0.8703645202345563	0.6088883282309733	1.5885076092990325	0.3007629466830999	0.29504570128890384	1.27638500312539	0.08458966845425503	0.4430119423216899	0.5953807257303013	0.9492622411384615	2.5205867705696945
