orig_label	(04) H3K4me3	(12) internal introns	(08) 5' flanking (1-1000 bp)	(15) 3' flanking (1-1000 bp)	(14) terminal intron	(06) H3K4me1	(05) H3K27ac	(02) H3K27me3	(09) initial exon	(13) terminal exon	(07) 5' flanking (1000-10000 bp)	(10) initial intron	(03) H3K36me3	(01) H3K9me3	(16) 3' flanking (1000-10000 bp)	(11) internal exons
TssF	1.9746327321026955	1.0594708336600502	0.7966269857483258	1.2802502658889576	1.3796582241915778	2.0565360093958645	2.204756991379652	0.8562800237941673	1.0283254583345005	1.1898995160826358	1.8049461883511642	3.2025793388229955	0.7665019057836621	0.3626867013222503	1.1837146235888056	1.4201817289528802
Gen3'	0.3878173041145579	2.8446191580583298	0.4721499751858574	1.968689252118139	2.5368274510264044	0.6380179133334046	0.5805347356126007	0.18585291025708578	0.4886018629128146	2.1429813866252907	0.3242631938460841	0.5274851598630791	2.095844847757787	0.3260372709755855	2.0286393588324474	2.8433342304876663
EnhW	0.7849800461543934	0.11946236595610182	0.7060143445068031	0.49876886240254975	0.6239179381272997	2.35033794191832	0.8603062761752897	0.5283575773202069	0.5329090871877137	0.49467922680956583	0.6881681638180996	0.7154203813671884	0.38919515800979027	0.39944524877952914	0.5953675563647105	0.19548467010027373
Repr	0.42054939070518965	0.17760663716471004	0.47054312246549196	0.47774520540210125	0.5750614719344199	0.3964227859307153	0.14684341397821646	1.691923210158078	0.5593824665024288	0.6666226083492615	0.3838988989402853	0.6390665377512017	0.2354328479570735	0.43537782855620444	0.43913285368199895	0.36946674045756495
FaireW	0.5476511658616677	-0.7734848168275694	-0.3370870566080192	-0.010226744653107531	-0.37699269181880735	0.5919301058200995	0.5589350248395465	0.2968569290928444	-0.3210415967939687	-0.22706434350475238	-0.07112082364402632	0.007869568072089016	0.3839778529982991	0.7207013281813427	0.12305053060158684	-0.906921031131459
DnaseD	0.3751180438280913	1.5414841033757014	1.7324311535985821	0.9371815003174688	1.313841982877266	0.7594606669539534	0.22486626880300892	0.7560385867513613	1.6642269024989884	1.1370595161081711	1.4382751178795938	1.3041353103741795	0.3522010277442094	0.35737522347883754	0.8286578552962047	1.6624696220956119
CtcfO	0.47935865348966106	1.2948298443517472	1.1564290990252823	1.1964430512605524	1.166030454797264	0.9860699802472578	0.3692306956677533	0.4937989237244604	0.9907966170441347	1.272796651422277	1.0815376808401904	0.5868812758832317	0.5461522493997342	0.3933195328741511	1.17756053340822	1.4647293438931848
DnaseU	0.4919994158879224	0.22364022046184565	1.7070763932879458	1.205087599931318	0.4142269396894228	1.0706879679831127	0.382450144264053	0.43460288703318667	1.4556486045926156	1.2905579233866777	1.4771584884685822	0.3619594820784732	0.3203594955476906	0.4738503063278702	0.9870586585052352	0.27736963003307247
Enh	1.047954123196761	0.3844470789470909	0.44464681630347513	0.8176620794248667	0.748522096667551	2.6155785736960984	2.9073304420437274	0.43601272166935484	0.28665893416419225	0.7267581228746215	0.49780456454632316	0.6019193788450928	0.58928036938215	0.36222513426975267	0.7806374558882003	0.41555070518019577
H4K20	0.5539940026516214	-1.3689664928846732	-0.7656604866801898	-0.6036991002683874	-0.9504011729437107	0.9021637808193959	0.5390113183263442	0.30044090079917785	-0.7853804769568348	-0.4752799733346719	-0.7324278354463399	0.7132082707803967	0.8854705066443723	0.42702411387985495	-0.5550926328323158	-1.3739280237391365
