old	new
13_Heterochrom/lo	Quiescent
2_Weak_Promoter	Transcribed
7_Weak_Enhancer	LowConfidence
15_Repetitive/CNV	Quiescent
12_Repressed	Transcribed
4_Strong_Enhancer	Transcribed
5_Strong_Enhancer	RegPermissive
3_Poised_Promoter	Transcribed
8_Insulator	FacultativeHet
9_Txn_Transition	FacultativeHet
14_Repetitive/CNV	Quiescent
1_Active_Promoter	Transcribed
6_Weak_Enhancer	LowConfidence
10_Txn_Elongation	FacultativeHet
11_Weak_Txn	Quiescent
