old	new
10_EnhA2	LowConfidence
16_ReprPC	FacultativeHet
9_EnhA1	LowConfidence
4_TssFlnkD	Transcribed
2_TssFlnk	FacultativeHet
7_EnhG1	LowConfidence
1_TssA	FacultativeHet
12_ZNF/Rpts	FacultativeHet
15_EnhBiv	Transcribed
11_EnhWk	RegPermissive
14_TssBiv	LowConfidence
13_Het	Quiescent
8_EnhG2	Transcribed
5_Tx	Transcribed
17_ReprPCWk	Quiescent
6_TxWk	Transcribed
3_TssFlnkU	LowConfidence
18_Quies	Quiescent
