old	new
13_Heterochrom/lo	Quiescent
2_Weak_Promoter	Transcribed
7_Weak_Enhancer	Quiescent
15_Repetitive/CNV	Quiescent
12_Repressed	LowConfidence
4_Strong_Enhancer	FacultativeHet
5_Strong_Enhancer	Quiescent
3_Poised_Promoter	FacultativeHet
8_Insulator	FacultativeHet
9_Txn_Transition	FacultativeHet
14_Repetitive/CNV	FacultativeHet
1_Active_Promoter	Transcribed
6_Weak_Enhancer	Transcribed
10_Txn_Elongation	FacultativeHet
11_Weak_Txn	Quiescent
