orig_label	(04) H3K4me3	(12) internal introns	(08) 5' flanking (1-1000 bp)	(15) 3' flanking (1-1000 bp)	(14) terminal intron	(05) H3K27ac	(06) H3K4me1	(02) H3K27me3	(09) initial exon	(13) terminal exon	(07) 5' flanking (1000-10000 bp)	(10) initial intron	(03) H3K36me3	(01) H3K9me3	(16) 3' flanking (1000-10000 bp)	(11) internal exons
23_PromBiv	0.7890434929588515	0.8300021943267097	3.59391043881577	1.2628901793825777	2.011900812340445	0.5487977747846432	2.0087034909833363	1.4534655927680928	3.684404185600678	1.6982823628141568	3.5289757640776265	3.111267167336091	0.28931122153238154	0.5248689209127051	1.2332404166174775	1.400506350712403
25_Quies	0.39181603123397696	-0.9638120058190516	-0.7306946342355022	-0.372863734768721	-0.6085374277889566	0.20906263107455	0.23873544384197445	0.4340249751696712	-0.7228163192418804	-0.4265046157441423	-0.687190963563196	-0.7274175791562466	0.28573730412420745	0.5006813200050537	-0.3595571388309269	-0.9727494107542864
8_TxWk	0.40074121290107656	1.4034986153798181	-0.5889483825984224	0.6682307453790621	0.6953842764642634	0.3062241290946431	0.4536266485647292	0.34722817641846626	-0.6099107158456443	0.4122806155263599	-0.4506407372746831	0.062138884395973114	0.7095192657375133	0.41945937523980514	0.6772172828571926	0.9371931389774028
21_Het	0.44970022267477744	-1.4739267925697026	0.49047588623154764	0.6141415074631936	-0.12078122844956025	0.26082137408100475	0.23168442371614342	0.41743905625213373	0.5780092217381301	0.7334755647714482	0.34913408567936066	-0.2280068864025365	0.3734340603835036	0.9221775481456627	0.5518881347938274	-1.4555644338890357
1_TssA	2.776583143488525	-0.853383811129078	6.20643403607756	1.1645296418238695	0.9152803625925471	1.9162467063696678	1.6859838002481522	0.4053881344533562	5.790014053243985	1.389880995948249	5.230807726925746	3.3707475743736905	0.16463387590834347	0.26745577393443365	1.2668400884510138	0.310824018919057
14_EnhA2	0.6506322175320906	-0.16706052269680766	0.7274181778946938	0.6787595384169953	0.6236925676425017	1.4962584860908403	1.6020718959139204	0.4370237686215165	0.6581662680751008	0.566707928853789	0.8925968645988271	0.9296958455234982	0.6661383338835672	0.5601759792386712	0.7637713892337881	-0.04819685248025554
18_EnhAc	0.4870826700249788	-0.2958698966102911	0.5885842246314675	0.5507776209656806	0.3445915175468034	0.5764197570850672	0.8492946354894609	0.6543038966179283	0.547455561578297	0.352062418040831	0.6479631031265543	0.6493863568720218	0.4906279537977578	0.5150680183548652	0.5241941372211238	-0.3530599343596551
3_PromD1	3.3893386555549507	0.4863155189469763	3.899297443799838	1.1302844885849697	1.656058511454874	2.9611564739612306	1.817771673065777	0.38780578375655245	4.65108633272851	1.4898350728185366	4.046818276460958	4.436127274609073	0.5619845876923438	0.483692820401649	1.0976487879672505	1.6527031853285465
13_EnhA1	0.9013409511274447	0.4622836437109321	1.3852271135995886	1.311256525995873	1.1368828526814554	2.3945757373843746	1.8609149143635557	0.39294780627325177	1.4490722748543305	1.1491207284659488	1.4154356944466309	1.5251327262321888	0.7120672832722057	0.530677672644662	1.3272976804828072	0.6025299618801232
24_ReprPC	0.471381009060708	0.40768350787010726	1.2846717085351795	1.1147229591893586	1.312146447522081	0.39698671472244806	0.7793471830776904	1.4747653005950137	1.242528858199403	1.1496981234583619	1.4280225690363473	1.689651245234042	0.31831532055015843	0.5226062204644499	1.0991490575796306	0.6546692991560651
