orig_label	(07) 5' flanking (1000-10000 bp)	(11) internal exons	(13) terminal exon	(14) terminal intron	(16) 3' flanking (1000-10000 bp)	(09) initial exon	(10) initial intron	(15) 3' flanking (1-1000 bp)	(05) H3K27ac	(04) H3K4me3	(12) internal introns	(02) H3K27me3	(01) H3K9me3	(08) 5' flanking (1-1000 bp)	(03) H3K36me3	(06) H3K4me1
PromF	1.0213468347312409	0.2883014209670361	0.46631217192568514	0.3466105037070223	0.287535122166248	0.5591998102445388	1.653687556021799	0.4153848090725269	1.1383112666	1.34549499665	-0.10492789178544273	0.591852788402	0.602166753059	0.36085597650869417	0.700177760235	1.70980595164
CtcfO	1.603386417029169	1.34926449114562	1.1363661441103223	0.9467246245669871	0.9801147003974277	1.3238460260847413	0.6276276803910168	0.8565229074324958	0.634029599794	0.589939317258	0.9519011870355226	0.531057054508	0.449817692348	2.0796787662198866	0.464939593801	0.885525178333
PromP	3.348129517974656	1.4695829654122938	1.7433900947579855	2.085621033549898	1.2838550494171301	3.4366043277617053	3.0657915272181966	1.2613418840378907	0.488452963827	2.47751500526	0.9612381413953921	2.61733078943	0.415980140215	3.224720220245022	0.287902280082	1.5201049982
TssF	3.784307865275076	1.5347143934867393	1.6181066431695696	1.5907756236149797	1.2857235353405172	3.635537969881577	3.8328507685382633	1.3961450621499092	1.73152739472	3.29331956201	0.6647257326316311	0.629537299376	0.481528234068	2.645376374199932	0.505631070747	1.37629220572
ElonW3	-0.22823800818354711	-1.6650013286643415	-0.020154830046640367	0.25128726966580145	0.5430492609696054	-0.34573571771278816	0.11350925952252747	0.04003797936501046	0.352939451941	0.237156207526	-0.16391140287306669	0.248242911973	0.451725868363	-0.3015331915878245	0.337062217479	0.211644100959
Tss	4.760481432889105	1.101544052515738	1.472242504885227	1.5468013923861963	1.4194805896068414	5.278363358706335	3.330590958737095	1.1353839766349976	1.4468625519	2.99839683473	0.4630811929279401	0.455870837899	0.237007103732	5.582162356352309	0.221256359703	0.785940779594
ElonW1	-0.797029456812743	0.27464993118386954	-0.10330669235966536	-0.12657716259697233	-0.17181606607057723	-0.8779476019267818	-0.7998339165722758	0.08075570321349261	0.624199596731	0.415310176445	0.4049449292674858	0.405663769992	0.72752987396	-0.884011038213177	1.11648389108	0.411686721378
EnhPr	1.4530615789359111	1.3269857919477888	1.123743479806289	1.3485231055382727	1.0960987635660164	1.2745134626633248	1.6070498670011761	0.771322044460735	1.07301046534	0.962145767479	0.9885943980967491	0.736619084877	0.540990974141	1.4120040484670868	0.597752895111	1.72578640156
Repr	1.529537366059339	0.912000524482498	1.5575575435642344	1.7487556400252635	1.5832421384731148	1.1159239596778674	2.219610028844866	1.557362421386999	0.490045126418	0.869147728743	0.7087163388919248	3.46401933129	0.691470773395	1.0490399815017504	0.470006570388	1.15944974694
ElonW2	-0.9098097219745857	-0.32108661656997195	-0.474203520002632	-0.2507405969089519	-0.2529342503666359	-1.3412674280605668	-0.9823982080701312	-0.036981640709072686	0.397736029799	0.370587766667	0.24638078300484914	0.313756600202	0.634424543041	-1.2729120400125498	1.01191915948	0.268028294942
Faire	-0.5735060640195513	0.0773092136313866	0.1918674445984748	-0.20530455819690963	-0.2574523469555248	-0.146337577249862	-0.4347980364409091	-0.17837976103348496	0.949294252996	0.394066892434	-0.15282754846266067	0.523508712284	0.758902869001	-0.27388461242029627	0.906732787397	0.556904564002
DnaseD	0.9469449265891615	1.8009898385566867	1.2186551354861548	1.465647210395469	1.0482209476448925	0.9838460420804571	1.1700133634844168	0.9235669696729424	0.628811037386	0.308172226233	1.7457837758384904	0.563052263051	0.449270955049	1.1923921655276437	0.424303562525	0.62049582381
Quies	-0.6255406719519953	-1.6139621517940492	-0.8469963350705083	-0.585387457004339	-0.3029698088486508	-1.1386279125507617	-0.6756289672896301	-0.4412405811128537	0.161446989603	0.206475619585	-0.9401708316471015	0.166010193547	0.360969839303	-1.062938213295098	0.167680962006	0.119297098314
EnhWf2	-0.4525773689842995	-0.03671540795118997	0.17458799318557217	-0.2910290436684307	-0.26993843497867454	0.06418926482793176	-0.06232516526004202	-0.3083375067295492	0.999839366846	0.555083077287	-0.5079050762264413	0.60780068962	0.729774052434	-0.14789728034243782	0.793150158703	1.27424391049
EnhWf3	-0.7264439803041746	-1.2411089872825787	-0.65333073801482	-0.75205577177378	-0.5341451094289978	-1.0163307062553846	-0.4761955767617835	-0.38549995115627	0.644879718084	0.527974723295	-1.0170706309374078	0.378962358552	0.647555663187	-1.040543296275881	0.489598657678	1.12396236016
Low6	-0.40266020873569586	-0.8751610121595284	-0.22649871873340255	-0.23554409019596545	-0.19354502223623338	-0.34294732401599537	-0.30283978304659803	-0.39150669505992064	0.469775838151	0.296944002551	-0.6648671865507098	0.369207782177	0.605517050525	-0.2995097456928805	0.324392137958	0.305067910211
Low7	-0.9749403398838845	-1.5904277614551714	-0.9983871222462453	-1.0113806883963632	-0.5713538859065961	-1.5202811709170003	-1.0368636679357828	-0.49878921593632647	0.516602975871	0.385549377636	-1.119762613861451	0.368452023764	0.643495098996	-1.4385520319418583	0.279107467555	0.287070140014
Low4	-0.22264559235303508	-0.659749664792914	0.2076550561780753	-0.01563071863087736	0.10556890303074337	-0.1108304223824766	0.1054559981705707	0.21021853936198642	0.53726221112	0.388496541711	-0.7146773432930399	1.48808983939	0.714680926229	-0.1730824355417376	0.463811055695	0.49968946348
Low5	-0.03159168134702063	-0.3956192644168336	0.19720392149552762	0.07913996744038734	0.28464163028257505	-0.17086745655396732	0.04305464843151771	0.41697706020015235	0.504070225817	0.363317760013	-0.13849346064455495	0.447065320164	0.676939518822	-0.06865359478261779	0.462701855041	0.375232498266
Low2	-0.6992164537748552	-0.8449357817797801	-0.1796144162314263	-0.6269584845212954	-0.43688210808567834	-0.41671666196583806	-0.6535098006069697	-0.33222131368449964	0.831743282256	0.387217973037	-0.9473570013608866	0.442174677953	0.736488856728	-0.48574158054588035	0.348052980653	0.445956079375
Low3	-0.10137790910831249	0.7323897922090938	0.6594456208072614	0.40727667810191165	0.2981270326741597	0.32824066358193205	0.215748870538945	0.2652501237995689	0.805638296615	0.375314860469	0.41056708855358864	0.731358663615	0.729076522797	0.26786710997506646	0.704591951953	0.520629834841
Low1	-1.0112358481908055	-1.7937727637372631	-1.1508795450437506	-0.9820511151602602	-0.5442032753852231	-1.7599125649947516	-1.1012002406853443	-0.5257116328154904	0.321029931484	0.364941855289	-1.0796335341796388	0.312336108618	0.600722583614	-1.5828466720690255	0.342854828314	0.244926844508
Elon	-0.21070585525499028	2.5693621792389156	1.4467156145736864	1.5898858357925314	1.091338131774132	0.1542966208399201	-0.1396777524420063	1.141303600107543	0.862640220594	0.405265796103	2.217651160597812	0.420543626832	0.710409577946	0.08132191477125701	1.78229939306	0.532431619649
Gen3'	0.24991725827160774	2.9237345792380007	1.9851976024061464	2.3043301438656214	1.8486361741460093	0.5503104419494544	0.7749406469855772	1.5858843969489604	0.978171211292	0.37776632507	2.698648666323764	0.449995114655	0.614423524271	0.4497935440689038	1.51097932545	0.719625236075
EnhWf1	0.22543260229073186	0.4706165860502845	0.4346475306133721	0.35690118937644166	0.193451613124941	0.4836637188074417	0.587730573927736	0.13963950240970885	0.878671562269	0.532217736047	0.03852945611208198	0.799900183788	0.645959630607	0.38446915786611086	0.544502941906	1.32218084636
