old	new
5_Tx	FacultativeHet
6_TxWk	FacultativeHet
15_EnhBiv	FacultativeHet
16_ReprPC	FacultativeHet
10_EnhA2	LowConfidence
14_TssBiv	Transcribed
17_ReprPCWk	Quiescent
1_TssA	Transcribed
3_TssFlnkU	Transcribed
4_TssFlnkD	Transcribed
11_EnhWk	LowConfidence
12_ZNF/Rpts	RegPermissive
7_EnhG1	FacultativeHet
8_EnhG2	Transcribed
2_TssFlnk	Transcribed
13_Het	Quiescent
9_EnhA1	RegPermissive
18_Quies	Quiescent
