old	new
EnhF1	Enhancer
EnhF2	RegPermissive
EnhF3	Bivalent
CtcfO	Bivalent
PromF	Bivalent
Repr4	RegPermissive
Repr2	Bivalent
Repr3	RegPermissive
Repr1	RegPermissive
Tss	Bivalent
ElonW	Bivalent
EnhP	RegPermissive
Gen3'2	Bivalent
EnhWf	Bivalent
Gen3'1	Bivalent
Quies	RegPermissive
Enh1	Bivalent
Enh2	Bivalent
Low6	RegPermissive
Low4	RegPermissive
Low5	RegPermissive
Low2	RegPermissive
Low3	RegPermissive
Low1	RegPermissive
Elon	Bivalent
