old	new
5_Tx	FacultativeHet
6_TxWk	LowConfidence
15_EnhBiv	FacultativeHet
16_ReprPC	FacultativeHet
10_EnhA2	Transcribed
14_TssBiv	FacultativeHet
17_ReprPCWk	Quiescent
1_TssA	Transcribed
3_TssFlnkU	Transcribed
4_TssFlnkD	Transcribed
11_EnhWk	LowConfidence
12_ZNF/Rpts	RegPermissive
7_EnhG1	LowConfidence
8_EnhG2	LowConfidence
2_TssFlnk	Transcribed
13_Het	Quiescent
9_EnhA1	LowConfidence
18_Quies	Quiescent
