orig_label	(07) 5' flanking (1000-10000 bp)	(11) internal exons	(13) terminal exon	(14) terminal intron	(16) 3' flanking (1000-10000 bp)	(09) initial exon	(10) initial intron	(15) 3' flanking (1-1000 bp)	(05) H3K27ac	(04) H3K4me3	(12) internal introns	(02) H3K27me3	(06) H3K4me1	(08) 5' flanking (1-1000 bp)	(03) H3K36me3	(01) H3K9me3
13_Heterochrom/lo	-0.6466882068912446	-0.8738732286558744	-0.42701431396901735	-0.5935557977824564	-0.3997680351173711	-0.6598014146340457	-0.7162204443139878	-0.4085686984623908	0.174267663098	0.591233032227	-0.883152398218527	0.569984824493	0.317376974841	-0.6658105579022289	0.293991503486	0.461072570667
2_Weak_Promoter	2.9115807659061073	1.3277142206842436	1.215933187708257	1.3077134645212594	0.9564365286283861	2.601072379792096	2.91299761484008	1.0658264501271544	1.22113409029	1.58162848914	0.9225845303349262	0.458839044452	1.60787349705	2.7829418118842506	0.602588147504	0.602139652419
7_Weak_Enhancer	0.0908199445497347	-0.36155619364467123	0.1991790268384397	0.1998600317572093	0.2510791556394719	-0.010935919137966606	0.5465773405064627	0.20452865924160893	0.818819724926	0.742357038799	-0.31855084432081343	0.439934470155	1.58396815233	0.012308992617195053	0.555933252357	0.61914155919
15_Repetitive/CNV	-0.0950720185393371	-1.7563499406378498	-0.7651028605760487	-1.3652477507181475	-0.6286363161085637	-0.397842969383874	-1.1605103492979338	-0.5898998083079896	0.199831534405	0.524069061822	-1.418832371806344	0.329618752538	0.218713051159	-0.0824647047255615	0.229388416482	0.449886690199
12_Repressed	0.9588450687105949	0.039758108959235046	0.4882299082206897	0.6291972747694943	0.49435364050958003	0.8966078334115215	1.122824408141176	0.514365533318727	0.173932962291	0.611862711407	-0.10575832100230106	1.31601240891	0.433457520968	0.8892672769339959	0.400528123014	0.472948117514
4_Strong_Enhancer	1.4301086673898191	0.5504307668700839	0.8389475817291564	0.7504170254273737	0.869137598335869	1.001675990569683	1.5042091758321918	0.8350945244377848	2.95030298185	1.48821311391	0.3646857554593772	0.32550509791	2.2448074433	0.993650779432507	0.748301516597	0.630907586337
5_Strong_Enhancer	0.07769326592943294	0.11255443883663341	0.2991256271755016	0.3662382349917456	0.42655696212816213	-0.10422415081291439	0.29593598386926034	0.3904961040104265	2.18948759199	0.957784954271	0.17674512377556778	0.311971849795	2.07426611769	-0.04726502291148515	0.745082607068	0.708580454069
3_Poised_Promoter	3.797229750244175	0.8955285189187091	1.6271963555733333	1.8602740019182502	1.0014363543185087	4.001878083133257	3.0186439948671353	1.1254049715669223	0.31140347522	1.26243918345	0.2264369833767709	1.64027024348	1.44939478863	3.954438143680976	0.523625003867	0.582746358298
8_Insulator	0.815093418700401	0.6733810843908853	0.8853412766379739	0.760985952025074	0.7882330415369196	0.818609533982976	0.3414410246963079	0.854084609600161	0.28462481823	0.588115034121	0.5401058503113996	0.605547412307	0.721053246475	0.9517298825335853	0.458387208752	0.519047440146
9_Txn_Transition	0.00562064128500325	1.7653993802502272	1.1938132630828568	1.426124836303394	1.0020915923935978	0.07460709173025569	0.909224540543301	1.0356634464449077	0.962767764572	0.834470972904	1.7320607337742546	0.283721217571	1.40974888151	0.02500565715362456	1.33938546104	0.576952271527
14_Repetitive/CNV	0.8182468222098686	-0.7545038671770132	0.6496014995722622	-0.16142683629340795	0.46290243959512883	0.8629211757739594	-0.0655369749217706	0.4773156781971614	0.162236402622	0.476428952379	-0.6480594130391747	0.316018810229	0.182248660968	0.8797447155793705	0.21613347468	0.331609460569
1_Active_Promoter	4.282938592638842	1.2068936956368814	1.4809394675537555	1.3818773910753632	1.2547648061169845	4.570845269129477	3.8832526762129294	1.2953844982155525	2.96133877781	2.25863851985	0.2891766988738612	0.350177521108	0.942599259754	4.438285569453998	0.48579320356	0.572913940235
6_Weak_Enhancer	1.7676377739188933	0.3038586938425973	0.5820541483212965	0.7094618102129739	0.594983352543228	1.342246134799693	1.8531442803064988	0.5913889819502975	0.923100905896	1.0056439979	0.11518407466734164	0.442964080618	1.64537564105	1.952543599984979	0.499365736442	0.578407302901
10_Txn_Elongation	-0.28294728613697817	2.318603279431542	1.1904590870485032	1.5995948445235775	1.0116998285467491	-0.2772559291761387	-0.5720676674654606	1.061386828683706	0.41347238931	0.611310127442	2.376383451032882	0.256483347381	0.489172799643	-0.26111651370244254	1.27174232448	0.489347956636
11_Weak_Txn	-0.21816908006210686	0.6693013733174729	0.49369593502409187	0.5898459340684652	0.6143874309839757	-0.26458117115996566	0.2993922023035936	0.5932836849448063	0.347658175191	0.589129728991	0.7596908222117569	0.335190384792	0.527199771915	-0.27563020030845065	0.621567916524	0.50377328739
