old	new
TssF	Transcribed
Gen3'	LowConfidence
EnhW	LowConfidence
Repr	LowConfidence
FaireW	LowConfidence
DnaseD	FacultativeHet
CtcfO	FacultativeHet
DnaseU	FacultativeHet
Enh	FacultativeHet
H4K20	Quiescent
EnhWF	RegPermissive
ElonW	Transcribed
Pol2	LowConfidence
Low	Quiescent
Ctcf	LowConfidence
EnhF	RegPermissive
Quies	Quiescent
ReprD	LowConfidence
Tss	FacultativeHet
PromP	Transcribed
ReprW	LowConfidence
PromF	RegPermissive
Gen5'	RegPermissive
Elon	LowConfidence
Art	Transcribed
