orig_label	(04) H3K4me3	(12) internal introns	(08) 5' flanking (1-1000 bp)	(15) 3' flanking (1-1000 bp)	(14) terminal intron	(05) H3K27ac	(06) H3K4me1	(02) H3K27me3	(09) initial exon	(13) terminal exon	(07) 5' flanking (1000-10000 bp)	(10) initial intron	(03) H3K36me3	(01) H3K9me3	(16) 3' flanking (1000-10000 bp)	(11) internal exons
TssF	3.066214234533662	1.2145489640778622	1.6274465296732563	1.516808678061258	1.6254966724835627	1.3775530361685486	1.4526734747229713	0.471158990975305	2.076499913146566	1.486614878213412	2.694825724415869	3.7716669163568843	0.6894845981471462	0.5437828397857805	1.350449652096707	1.8046718572002147
Gen3'	0.4015920202078777	3.1052719133213644	0.5887879288282827	2.19750660181971	2.7338611947761904	0.877596929799641	0.577630357322685	0.41958088032776697	0.6558880615059328	2.42806080026401	0.4310300105470137	0.19680726960712738	1.9927384973206155	0.6656759572561762	2.173056012869869	3.1548471430197016
EnhW	1.0461799142125228	0.7180894894439751	1.310989317275427	0.7505473866958284	1.1571988779594677	1.038741803663241	1.8503728309649277	0.6397417104647954	1.2300107907945173	0.8863329444118585	1.1746216270730743	1.4062863329137272	0.5547211772568118	0.5157328432624136	0.867910791996953	0.9414918802788634
Repr	0.4346511610831023	-0.22757687926645115	0.2944233446544987	1.023399583173485	0.9071258310184757	0.491347504162028	0.6036621415498621	2.4568734581222302	0.5218079220278571	0.9214047993556888	0.42315494664828746	1.2006416875213242	0.48754536822404076	0.6753794182560884	0.9773331632725123	-0.03159347862029728
FaireW	0.43405151059293284	0.11139471370131945	0.12912970777687016	0.1866605577201123	0.33286167248449466	0.9914714847239225	0.6971391979137131	0.5023843961055218	0.32045377867951397	0.5252314964254858	-0.19955981720120883	0.24560477666785654	0.6357386203171317	0.7044415258926925	0.010419548493853398	0.33863983194728464
DnaseD	0.37887318823969834	1.949294921840555	0.8825822637953783	1.2483423557123539	1.6227397119774158	0.7819271172717738	0.7845082101029722	0.6509567658230033	0.8697050461798362	1.3568285437306031	0.7937421919169354	1.2079062596485668	0.6267273742652226	0.5648751473234013	1.1580716265119713	1.9799600096698375
CtcfO	0.5236996209903901	1.3395865280900432	1.191038678572842	1.025634577133207	1.2119634723290884	0.7473706815821373	1.0021991241431503	0.5550867047326797	0.9669969460264667	1.2478551931247923	1.034808103350531	0.5589485738610879	0.5792080984262629	0.5366390517220146	1.0475279592355653	1.593399808982315
DnaseU	0.4885742245584363	-0.22220196852311477	0.7191334257998073	-0.1562752668599628	0.08713633119123125	0.7252178683539408	0.8176432825838955	0.4876877652740832	0.5402575334683725	0.2147618276488656	0.38719694693654105	0.20212810991710572	0.5233969005037674	0.5937106523477571	-0.05754074556109187	0.010072277669702026
Enh	1.5180065621287169	0.44077449429143856	1.4779202484217473	0.8765207222095271	1.0074670998466462	1.8575333129107727	1.9329964516512592	0.44704422539171673	1.310287972024297	0.9426390253350552	1.5849239222401734	1.2665783264451256	0.5252769689770098	0.4677827340612843	1.08942513346602	0.5596202120161642
H4K20	0.4849310159924672	0.14576868766637507	-0.48853939855125034	-0.35768657382433866	-0.17825408698203063	0.8116024777492543	0.8116586346240036	0.45102025168519955	-0.4521365116449727	-0.047193048019518825	-0.5198446132490793	0.8646934906952366	0.8221054783539502	0.5930436506301147	-0.2322097371130738	0.29266606906816023
EnhWF	0.7744060284242188	-0.5073535921422697	-0.06564637263752184	-0.22785611719328208	-0.08723421008045053	0.9186679210816184	1.7201910143380097	0.5898621828769864	-0.046008934800185204	-0.08479299077566825	-0.1344737123820006	0.23692056746731247	0.6343279391190353	0.6124111993337175	-0.2334033317268127	-0.2925861356600343
ElonW	0.3465767384348781	2.292409124265386	-0.4894129571551801	1.0751593570290283	1.4692689428130117	0.5755494225859176	0.369980857792855	0.3283098288626466	-0.5275889731199486	0.9206421188181813	-0.32443331782004414	-0.2906465874208575	1.0837268338774992	0.5445075572245051	0.9425647091096789	1.8406793228961584
Pol2	0.3522422911769986	0.6630304066217565	0.5226800033744826	1.2657561736782434	1.0687741330604321	0.6102188750941322	0.4950032815791783	0.3726525016282162	0.48946894073905134	1.137360556304312	0.34444564194199745	0.7795008907446289	0.656555241635778	0.5327844598567563	1.4501737239877632	0.23991153017032915
Low	0.37302839027763474	-0.18830618804162827	-0.5000470400398835	0.049149720256577704	-0.11668408057910717	0.5692079740080523	0.4801875429866671	0.4412742388312904	-0.48385799574103033	-0.050271661377982974	-0.392893361782997	-0.15222057725910695	0.5495234045477508	0.6136571789010803	0.055748034274284035	-0.27561603871680806
Ctcf	0.43195140748777633	0.05755845187527714	0.2761319290430985	0.4350785955268205	0.17938381958106855	0.6926210891965362	0.735533890562778	0.5250700452546374	0.37595191715011933	0.5706248470940523	0.0649428368077978	-0.13594107865610888	0.5685823975684928	0.6517822803144746	0.04912209542132055	0.3600905679581918
EnhF	1.1086934944854774	-0.3135296738834427	0.18646573959735085	0.015305949498926304	0.051078216686370935	1.691749443256754	1.8065697384216208	0.4607921825827921	0.21333395187593762	0.2601637222527396	0.3146634153030085	0.4006817548939521	0.6412618509962102	0.6027324797302318	-0.05069077648003355	-0.04549449322074386
Quies	0.3003168398928566	-1.374963215997455	-1.0076424504248118	-0.7969763345251557	-1.0514980813883201	0.4139176700470142	0.30980932342617623	0.3161023498933465	-1.0040260829736933	-0.8107852144004641	-0.9872457296700696	-1.1894214426163137	0.3957343037056889	0.5494847566077367	-0.7892822487566025	-1.3585780332597666
ReprD	0.8727599872239296	0.9007523902585812	1.190537176136674	1.5739608876399913	1.7318462036313038	0.5454627048773427	1.2280687098690575	2.8863644226864658	1.2819922180136354	1.5102827830799506	1.673434264568804	2.2020153087603456	0.4835438012016522	0.6379384582119408	1.542136807544413	1.030613798104134
Tss	3.5348099331285705	0.3155592925019067	5.2785561861732075	1.4753880243175572	1.6919757804067441	1.9803370720544562	0.9412735941542514	0.4423360163482839	5.268006552034763	1.755982913832067	4.96755730507199	4.000557815521717	0.33488479802494003	0.3409335423851806	1.5396836782437453	1.2839291575551774
PromP	2.8008724623807333	0.9478294664540541	3.91943163378182	1.4448814785096626	1.9852906243076773	0.7046205777221153	1.5129705243037466	1.9990316276953024	3.8604051288381225	1.6978111704009817	3.9180659708769285	3.2474393247499136	0.35315459730180637	0.4391961773242711	1.320394910001295	1.4719536249740148
