old	new
EnhF1	Transcribed
EnhF2	Transcribed
CtcfO	FacultativeHet
PromF	Transcribed
Enh	LowConfidence
Repr7	Quiescent
Repr4	Quiescent
Repr5	Quiescent
Repr2	FacultativeHet
Repr3	Quiescent
Repr1	FacultativeHet
EnhW2	Quiescent
EnhW1	Transcribed
Tss	Transcribed
ElonW	Quiescent
Repr6	LowConfidence
Elon1	FacultativeHet
Elon2	Quiescent
Faire	Quiescent
Quies	Quiescent
Gen5'	FacultativeHet
Low2	Quiescent
Low3	LowConfidence
Low1	Quiescent
Gen3'	FacultativeHet
