old	new
PromF	LowConfidence
CtcfO	FacultativeHet
Enh	FacultativeHet
Low	Quiescent
PromP	FacultativeHet
TssF	Transcribed
Tss	Transcribed
Ctcf	LowConfidence
EnhF	Quiescent
Pol2	LowConfidence
ElonW	LowConfidence
Repr	LowConfidence
EnhW	LowConfidence
DnaseD	FacultativeHet
Quies	Quiescent
Gen5'	FacultativeHet
DnaseU	FacultativeHet
FaireW	Quiescent
EnhWF	Quiescent
Art	LowConfidence
H4K20	LowConfidence
ReprW	Quiescent
Elon	Quiescent
Gen3'	FacultativeHet
ReprD	FacultativeHet
