orig_label	(04) H3K4me3	(12) internal introns	(08) 5' flanking (1-1000 bp)	(15) 3' flanking (1-1000 bp)	(14) terminal intron	(06) H3K4me1	(05) H3K27ac	(02) H3K27me3	(09) initial exon	(13) terminal exon	(07) 5' flanking (1000-10000 bp)	(10) initial intron	(03) H3K36me3	(01) H3K9me3	(16) 3' flanking (1000-10000 bp)	(11) internal exons
23_PromBiv	1.1605155687340543	0.8765668807086893	3.7616439113917775	1.4799894405567628	2.1344058998315774	1.1814781190593509	0.4669949369186094	1.4835162231514207	3.7691672292865137	1.8382413884600695	3.6874207113109754	3.1547524705737104	0.2531820693177901	0.330014953730608	1.3381817514027132	1.4174763975081572
25_Quies	0.4682063645112249	-0.8816502377204773	-0.6958443520720178	-0.3608212653192687	-0.5833374758491682	0.27930660798810997	0.18442784089641506	0.4922762680921123	-0.6872636968872547	-0.40825534017286336	-0.6603797878025182	-0.719626595097489	0.2330830986681018	0.5485388273542284	-0.3483583412710407	-0.8880814798722383
8_TxWk	0.49015275664076335	1.1891922599844647	-0.601354213412053	0.5966675471053378	0.5615499507945754	0.5002397391054452	0.41645055260324687	0.2512621208868592	-0.6122698969124238	0.33165598410452385	-0.47352954733632874	0.09286052424925531	0.8917751679927501	0.3409061417767183	0.6100173300703677	0.7420919747022782
21_Het	0.5282643486174932	-1.5555308736036906	0.6019506982639308	0.6781611068474159	-0.08387666808729598	0.22890287266690845	0.17721429559344168	0.49846145050138907	0.5869974002930808	0.7410347370374281	0.4471318742834541	-0.2465971459625287	0.3304379561714919	1.6254744904617777	0.641308786938176	-1.628291426799128
1_TssA	1.7932152548107836	-1.037715167138895	6.660671860132157	1.1713872748167489	0.7619354195426513	0.2833151163088764	1.5469507742966897	0.5567385681734908	5.7018301449359186	1.3529183958644908	5.528769213244623	2.9765953448865576	0.09213647789765567	0.12863103119433145	1.2717651949802917	0.04291702610048278
14_EnhA2	0.7251654516473605	-0.0655778937807922	1.4001194080916373	1.2631152746664034	1.3193723607485148	1.2594453481034364	0.7396856215498995	0.8475114221628304	1.3455002823140645	1.112881132020033	1.578662473232091	1.4420241742067115	0.45997698233625545	0.4052332525524475	1.176673219959155	0.22990100697576132
18_EnhAc	0.6030762998131938	-0.21852687236014165	0.6978397798866868	0.45222996319687775	0.20795259305237188	0.8312016938605001	0.5607498517922981	0.6493447992248981	0.6952545263970974	0.1879542776584484	0.6164709773603362	0.6894048380783037	0.4161980562682786	0.45273748645629863	0.6172547851671907	-0.3218577898436415
3_PromD1	2.7071957349397664	0.35724294725214556	4.472852094976211	1.1789204588370492	1.6462449581496545	0.8055432430934587	2.758097005622689	1.3335629171419026	4.97482100509176	1.5277336317139554	4.3412775016340435	4.311351044513674	0.3433703871511865	0.2685869007556805	1.2000050773959385	1.516371095215335
13_EnhA1	0.726323502166987	0.6416204567200565	1.7801807056440455	1.6040659745827872	1.838573685191006	1.2330980406605554	0.8445937390840138	0.8215376048532108	1.9263769915091868	1.7846951604997838	1.855236318241487	1.8880174169879418	0.5389317453141095	0.3856002172643802	1.7509670331990215	0.9370960893050067
24_ReprPC	0.5395286476616687	0.464752878294657	1.2774298187668438	1.1543353380823036	1.344012865174075	0.6919297011486397	0.25647673749641614	1.4206127154669266	1.2735189981038908	1.1405948965275494	1.5243701130819196	1.8308373349169245	0.275655351968686	0.3842759970084518	1.1463824158545428	0.7264207267941524
