old	new
PromF	Transcribed
CtcfO	FacultativeHet
Enh	Transcribed
Repr4	Quiescent
Repr5	Quiescent
Repr2	Transcribed
Repr3	Quiescent
Repr1	LowConfidence
TssF	Transcribed
Tss	Transcribed
Ctcf	Quiescent
EnhF	Transcribed
ElonW	Quiescent
Elon1	FacultativeHet
EnhWf	Transcribed
Elon2	RegPermissive
Quies	Quiescent
Gen5'	FacultativeHet
Low6	Quiescent
Low4	FacultativeHet
Low5	Quiescent
Low2	Quiescent
Low3	Quiescent
Low1	Quiescent
Gen3'	FacultativeHet
