old	new
PromF	Transcribed
CtcfO	FacultativeHet
PromP	Bivalent
TssF	Bivalent
ElonW3	Quiescent
Tss	Transcribed
ElonW1	Quiescent
EnhPr	Bivalent
Repr	Bivalent
ElonW2	Quiescent
Faire	RegPermissive
DnaseD	FacultativeHet
Quies	Quiescent
EnhWf2	RegPermissive
EnhWf3	Quiescent
Low6	Quiescent
Low7	Quiescent
Low4	Quiescent
Low5	Quiescent
Low2	Quiescent
Low3	Quiescent
Low1	Quiescent
Elon	FacultativeHet
Gen3'	Enhancer
EnhWf1	RegPermissive
