old	new
PromF	RegPermissive
CtcfO	Bivalent
Enh	Bivalent
Low	LowConfidence
PromP	Bivalent
TssF	Bivalent
Tss	Bivalent
Ctcf	RegPermissive
EnhF	RegPermissive
Pol2	Bivalent
ElonW	FacultativeHet
Repr	RegPermissive
EnhW	Bivalent
DnaseD	Bivalent
Quies	RegPermissive
Gen5'	Bivalent
DnaseU	RegPermissive
FaireW	RegPermissive
EnhWF	RegPermissive
Art	Bivalent
H4K20	RegPermissive
ReprW	RegPermissive
Elon	RegPermissive
Gen3'	Bivalent
ReprD	Bivalent
